"batter","pitcher","singles","doubles","triples","home_runs","outs","xbabip","xbscon"
"Mike Trout","Max Scherzer",20.6668627446462,7.53410390548231,0.931801915141388,5.94592775854519,64.9213036761849,0.309744893240566,0.623141873352157
"Mike Trout","Jacob deGrom",21.0701416555889,7.07373318570362,0.860727601499274,5.3772265524828,65.6181710047254,0.306528770887056,0.593086970414252
"Mike Trout","Corey Kluber",21.2098287527189,7.39898797791048,0.93271700869009,5.82687130048393,64.6315949601966,0.3136938758144,0.621134409365459
"Mike Trout","Justin Verlander",20.4623775176302,7.72723482993358,0.974359157885887,6.51533270383271,64.3206957907176,0.311965291731271,0.649012554664859
"Mike Trout","Gerrit Cole",21.648158060057,7.1354891660585,0.888650787813233,5.75166826089849,64.5760337251728,0.314831015747501,0.615917617992077
"Mike Trout","Chris Sale",21.5085652255342,6.95914316701395,0.837761570133939,4.67739223228306,66.0171378050349,0.307434622792674,0.566497051990961
"Mike Trout","Jose Quintana",21.1128157622391,6.90561987035502,0.837639554463213,5.35208651985854,65.7918382930842,0.304878091085566,0.588453202457729
"Mike Trout","Zack Greinke",20.8411407150436,7.63882592196489,0.961831998664448,6.48063563063247,64.0775657336946,0.314820345863222,0.649268310774966
"Mike Trout","Jon Lester",21.6130624573233,7.12132953651312,0.860584252925836,5.21265280254068,65.192370950697,0.312224965902997,0.592880854992898
"Mike Trout","Clayton Kershaw",21.8168467102211,6.44643208045341,0.692849038038128,3.55616650359634,67.487705667691,0.300238250378055,0.510129239996277
"Nelson Cruz","Max Scherzer",20.5557334313601,6.49945304178244,0.874131318190878,5.55400982592984,66.5166723827368,0.295717348506356,0.58393072773217
"Nelson Cruz","Jacob deGrom",20.6359136369041,6.25007525722544,0.803400196937599,5.48996238639846,66.8206485225344,0.292978288764136,0.575061142877616
"Nelson Cruz","Corey Kluber",21.5508384167573,6.54820015537863,0.787437153013495,5.36519803498088,65.7483262398697,0.3052415720786,0.584703423264786
"Nelson Cruz","Justin Verlander",20.1071845085822,6.79826606751005,0.925516918962803,6.39441974171104,65.7746127632339,0.297321670548488,0.620579463673348
"Nelson Cruz","Gerrit Cole",21.1444365609209,6.16406597044893,0.821745945297194,5.57851253863072,66.2912389847022,0.297922106852807,0.582518564922333
"Nelson Cruz","Chris Sale",20.5892927200239,6.36014814805303,0.773271279955404,6.08300561262822,66.1942822393394,0.295183127706225,0.599614253065091
"Nelson Cruz","Jose Quintana",19.3273497868508,6.65268576243824,0.838576446303385,7.01251205989093,66.1688759445166,0.288410974311573,0.631984988902012
"Nelson Cruz","Zack Greinke",20.2898704489262,6.33456263586179,0.819372672762681,5.86701031400642,66.6891839284429,0.291542910185866,0.588851549949635
"Nelson Cruz","Jon Lester",20.2919155150671,6.64911286298224,0.762266678888323,6.71347568482292,65.5832292582394,0.296969956382334,0.627308440169882
"Nelson Cruz","Clayton Kershaw",20.6905878386117,6.29958511315873,0.689087052334931,5.32387995138001,66.9968600445146,0.292357354630618,0.56652539027454
"Alex Bregman","Max Scherzer",21.1257373142296,6.42895593057271,0.761389565579614,3.97887020348342,67.7050469861346,0.294894289104784,0.521832986860476
"Alex Bregman","Jacob deGrom",21.209178378507,6.5292641246597,0.788146044378796,4.29889630994234,67.1745151425121,0.29808003719511,0.538277300007322
"Alex Bregman","Corey Kluber",21.4498586196787,6.3558925913288,0.710473980902766,4.46835564497573,67.015419163114,0.298500307248302,0.541664883249475
"Alex Bregman","Justin Verlander",21.6920411002183,6.81072822494458,0.856175349010331,4.63807180648852,66.0029835193383,0.307868614134952,0.564343108230925
"Alex Bregman","Gerrit Cole",21.117656628452,6.80452390319184,0.871680767521965,4.8171114314373,66.3890272693969,0.302510900143831,0.566101924631508
"Alex Bregman","Chris Sale",21.7082543664904,6.86356762032188,0.747043110790561,4.6237936355021,66.057341266895,0.30740229890834,0.561716934815143
"Alex Bregman","Jose Quintana",21.7847088002101,7.3766402821421,0.801936168446551,5.0185242851902,65.0181904640111,0.315464515846923,0.590178950105947
"Alex Bregman","Zack Greinke",20.5558828651011,7.0463703280396,0.880702855304009,5.09206227546673,66.4249816760885,0.300111420934205,0.576589811889593
"Alex Bregman","Jon Lester",21.5419057237697,6.89503410482028,0.773464757969033,4.8688473524972,65.9207480609438,0.307054038279076,0.571277576173061
"Alex Bregman","Clayton Kershaw",21.5255235382012,6.3987521635999,0.661943400943683,4.17368371122354,67.2400971860317,0.298312824804817,0.530035929131262
"Josh Donaldson","Max Scherzer",19.4044268450664,6.47193923717081,0.832371643367691,5.74116426885071,67.5500980055443,0.28335526869635,0.57810077324914
"Josh Donaldson","Jacob deGrom",20.7825514470441,6.41382643839273,0.762534820032589,5.60160738750501,66.4394799070255,0.296179965905147,0.583042383339474
"Josh Donaldson","Corey Kluber",19.6629889344359,6.70075539018926,0.925748883747146,6.41258869528605,66.2979180963416,0.291593632390575,0.614921011472001
"Josh Donaldson","Justin Verlander",20.2097974722312,6.73833018155541,0.851964115144288,5.91522510367321,66.2846831273959,0.29547917608948,0.599032505954677
"Josh Donaldson","Gerrit Cole",20.416630326319,6.81107524247923,0.856577612023693,6.13146945139514,65.784247367783,0.299187416876415,0.611343914529291
"Josh Donaldson","Chris Sale",20.1498448500719,6.82906195538864,0.825644872957663,6.08659148543812,66.1088568361437,0.2960658346684,0.606312693214746
"Josh Donaldson","Jose Quintana",20.6026600677787,6.92436886067691,0.888473070557967,6.96853381106708,64.6159641899194,0.305439687914903,0.649909522450747
