"batter","game_year","stand","xbabip","xbscon","n"
"Marcus Semien",2017,"R",0.289256198347107,0.508264462809917,242
"Marcus Semien",2018,"R",0.286012526096033,0.488517745302714,479
"Marcus Semien",2019,"R",0.281188118811881,0.594059405940594,505
"Mark Canha",2015,"R",0.277777777777778,0.552287581699346,306
"Mark Canha",2018,"R",0.268939393939394,0.602272727272727,264
"Mark Canha",2019,"R",0.275,0.721428571428571,280
"Mark Reynolds",2015,"R",0.289795918367347,0.587755102040816,245
"Mark Reynolds",2016,"R",0.346153846153846,0.603846153846154,260
"Mark Reynolds",2017,"R",0.309597523219814,0.721362229102167,323
"Mark Trumbo",2015,"R",0.287709497206704,0.608938547486033,358
"Mark Trumbo",2016,"R",0.258064516129032,0.744416873449132,403
"Mark Trumbo",2017,"R",0.268817204301075,0.551075268817204,372
"Mark Trumbo",2018,"R",0.278026905829596,0.573991031390135,223
"Marlon Byrd",2015,"R",0.276470588235294,0.641176470588235,340
"Martin Maldonado",2017,"R",0.257627118644068,0.454237288135593,295
"Martin Maldonado",2018,"R",0.27843137254902,0.443137254901961,255
"Martin Maldonado",2019,"R",0.240343347639485,0.506437768240343,233
"Martin Prado",2015,"R",0.314356435643564,0.462871287128713,404
"Martin Prado",2016,"R",0.326732673267327,0.467326732673267,505
"Marwin Gonzalez",2016,"L",0.284444444444444,0.502222222222222,225
"Marwin Gonzalez",2017,"L",0.342741935483871,0.701612903225806,248
"Marwin Gonzalez",2018,"L",0.28125,0.544642857142857,224
"Marwin Gonzalez",2019,"L",0.276699029126214,0.524271844660194,206
"Matt Adams",2017,"L",0.286919831223629,0.721518987341772,237
"Matt Adams",2018,"L",0.227488151658768,0.66824644549763,211
"Matt Carpenter",2015,"L",0.302798982188295,0.684478371501272,393
"Matt Carpenter",2016,"L",0.297935103244838,0.622418879056047,339
"Matt Carpenter",2017,"L",0.256338028169014,0.583098591549296,355
"Matt Carpenter",2018,"L",0.269035532994924,0.692893401015228,394
"Matt Carpenter",2019,"L",0.271317829457364,0.554263565891473,258
"Matt Chapman",2018,"R",0.32,0.696,375
"Matt Chapman",2019,"R",0.243654822335025,0.677664974619289,394
"Matt Davidson",2017,"R",0.254166666666667,0.745833333333333,240
"Matt Davidson",2018,"R",0.294117647058824,0.694117647058824,255
"Matt Duffy",2015,"R",0.330376940133038,0.518847006651885,451
"Matt Duffy",2016,"R",0.280442804428044,0.416974169741697,271
"Matt Duffy",2018,"R",0.360526315789474,0.455263157894737,380
"Matt Holliday",2016,"R",0.233108108108108,0.533783783783784,296
"Matt Holliday",2017,"R",0.260162601626016,0.59349593495935,246
"Matt Joyce",2017,"L",0.244897959183673,0.618075801749271,343
"Matt Kemp",2015,"R",0.293023255813953,0.574418604651163,430
"Matt Kemp",2016,"R",0.276785714285714,0.636160714285714,448
"Matt Kemp",2017,"R",0.30625,0.6,320
"Matt Kemp",2018,"R",0.321212121212121,0.639393939393939,330
"Matt Olson",2018,"L",0.28030303030303,0.633838383838384,396
"Matt Olson",2019,"L",0.270627062706271,0.716171617161716,303
"Matt Wieters",2016,"L",0.25531914893617,0.54468085106383,235
"Matt Wieters",2017,"L",0.247933884297521,0.421487603305785,242
"Max Kepler",2016,"L",0.240418118466899,0.554006968641115,287
"Max Kepler",2017,"L",0.248618784530387,0.544198895027624,362
"Max Kepler",2018,"L",0.227722772277228,0.504950495049505,404
"Max Kepler",2019,"L",0.235,0.6625,400
"Max Muncy",2018,"L",0.263829787234043,0.876595744680851,235
"Max Muncy",2019,"L",0.250814332247557,0.729641693811075,307
"Melky Cabrera",2015,"L",0.298429319371728,0.447643979057592,382
"Melky Cabrera",2016,"L",0.296954314720812,0.50507614213198,394
"Melky Cabrera",2017,"L",0.295918367346939,0.461734693877551,392
"Melky Cabrera",2019,"L",0.302884615384615,0.461538461538462,208
"Melvin Upton",2016,"R",0.273584905660377,0.588050314465409,318
"Michael Bourn",2015,"L",0.306930693069307,0.35973597359736,303
"Michael Bourn",2016,"L",0.343283582089552,0.511194029850746,268
"Michael Brantley",2015,"L",0.30820399113082,0.527716186252772,451
"Michael Brantley",2017,"L",0.317518248175182,0.510948905109489,274
"Michael Brantley",2018,"L",0.305785123966942,0.506198347107438,484
"Michael Brantley",2019,"L",0.307377049180328,0.575819672131147,488
"Michael Chavis",2019,"R",0.333333333333333,0.70048309178744,207
"Michael Conforto",2017,"L",0.292372881355932,0.796610169491525,236
"Michael Conforto",2018,"L",0.263736263736264,0.618131868131868,364
"Michael Conforto",2019,"L",0.268292682926829,0.650406504065041,369
"Michael Cuddyer",2015,"R",0.304029304029304,0.505494505494505,273
"Michael Saunders",2016,"L",0.300319488817891,0.699680511182109,313
"Michael Taylor",2015,"R",0.317857142857143,0.539285714285714,280
"Michael Taylor",2017,"R",0.331896551724138,0.724137931034483,232
"Michael Taylor",2018,"R",0.304932735426009,0.520179372197309,223
"Miguel Andujar",2018,"R",0.314553990610329,0.650234741784038,426
"Miguel Cabrera",2015,"R",0.368421052631579,0.625386996904025,323
"Miguel Cabrera",2016,"R",0.313364055299539,0.702764976958525,434
"Miguel Cabrera",2017,"R",0.27893175074184,0.513353115727003,337
"Miguel Cabrera",2019,"R",0.327027027027027,0.513513513513513,370
"Miguel Montero",2015,"L",0.283185840707965,0.561946902654867,226
"Miguel Rojas",2017,"R",0.319444444444444,0.407407407407407,216
"Miguel Rojas",2018,"R",0.261538461538462,0.384615384615385,390
"Miguel Rojas",2019,"R",0.31592039800995,0.432835820895522,402
"Miguel Sano",2016,"R",0.282700421940928,0.746835443037975,237
"Miguel Sano",2017,"R",0.34468085106383,0.787234042553192,235
"Mike Aviles",2015,"R",0.227272727272727,0.34297520661157,242
"Mike Moustakas",2015,"L",0.281531531531532,0.554054054054054,444
"Mike Moustakas",2017,"L",0.240566037735849,0.613207547169811,424
"Mike Moustakas",2018,"L",0.250564334085779,0.55079006772009,443
"Mike Moustakas",2019,"L",0.238578680203046,0.654822335025381,394
"Mike Napoli",2015,"R",0.266666666666667,0.580392156862745,255
"Mike Napoli",2016,"R",0.267477203647416,0.696048632218845,329
"Mike Napoli",2017,"R",0.201680672268908,0.739495798319328,238
"Mike Trout",2015,"R",0.31025641025641,0.805128205128205,390
"Mike Trout",2016,"R",0.34025974025974,0.732467532467532,385
"Mike Trout",2017,"R",0.285234899328859,0.818791946308725,298
"Mike Trout",2018,"R",0.308383233532934,0.832335329341317,334
"Mike Trout",2019,"R",0.273584905660377,0.883647798742138,318
"Mike Yastrzemski",2019,"L",0.316,0.744,250
"Mike Zunino",2015,"R",0.226415094339623,0.44811320754717,212
"Mike Zunino",2017,"R",0.309178743961353,0.879227053140097,207
"Mike Zunino",2018,"R",0.242857142857143,0.685714285714286,210
"Mikie Mahtook",2017,"R",0.308300395256917,0.600790513833992,253
"Mitch Garver",2018,"R",0.319634703196347,0.529680365296804,219
"Mitch Garver",2019,"R",0.212871287128713,0.896039603960396,202
"Mitch Haniger",2017,"R",0.311284046692607,0.626459143968872,257
"Mitch Haniger",2018,"R",0.320185614849188,0.633410672853828,431
"Mitch Moreland",2015,"L",0.297376093294461,0.629737609329446,343
"Mitch Moreland",2016,"L",0.261146496815287,0.595541401273885,314
"Mitch Moreland",2017,"L",0.269972451790634,0.584022038567493,363
"Mitch Moreland",2018,"L",0.282608695652174,0.608695652173913,276
"Mitch Moreland",2019,"L",0.246376811594203,0.676328502415459,207
"Mookie Betts",2015,"R",0.29957805907173,0.563291139240506,474
"Mookie Betts",2016,"R",0.31203007518797,0.618421052631579,532
"Mookie Betts",2017,"R",0.26078431372549,0.531372549019608,510
"Mookie Betts",2018,"R",0.340852130325815,0.786967418546366,399
"Mookie Betts",2019,"R",0.288172043010753,0.61505376344086,465
"Neil Walker",2015,"L",0.302395209580838,0.586826347305389,334
"Neil Walker",2016,"L",0.288888888888889,0.568888888888889,225
"Neil Walker",2017,"L",0.279279279279279,0.585585585585586,222
"Nelson Cruz",2015,"R",0.317617866004963,0.764267990074442,403
"Nelson Cruz",2016,"R",0.29040404040404,0.734848484848485,396
"Nelson Cruz",2017,"R",0.293367346938776,0.737244897959184,392
"Nelson Cruz",2018,"R",0.244565217391304,0.657608695652174,368
"Nelson Cruz",2019,"R",0.304918032786885,0.898360655737705,305
"Nick Ahmed",2015,"R",0.242990654205607,0.433021806853583,321
"Nick Ahmed",2016,"R",0.247706422018349,0.371559633027523,218
"Nick Ahmed",2018,"R",0.258793969849246,0.5,398
"Nick Ahmed",2019,"R",0.274004683840749,0.531615925058548,427
"Nick Castellanos",2015,"R",0.31404958677686,0.586776859504132,363
"Nick Castellanos",2016,"R",0.322344322344322,0.655677655677656,273
"Nick Castellanos",2017,"R",0.295555555555556,0.62,450
"Nick Castellanos",2018,"R",0.342222222222222,0.657777777777778,450
"Nick Castellanos",2019,"R",0.318385650224215,0.683856502242152,446
"Nick Hundley",2015,"R",0.338129496402878,0.58273381294964,278
"Nick Hundley",2016,"R",0.278301886792453,0.547169811320755,212
"Nick Markakis",2015,"L",0.339357429718876,0.43574297188755,498
"Nick Markakis",2016,"L",0.290598290598291,0.474358974358974,468
"Nick Markakis",2017,"L",0.320712694877506,0.469933184855234,449
"Nick Markakis",2018,"L",0.315686274509804,0.490196078431373,510
"Nick Markakis",2019,"L",0.302941176470588,0.464705882352941,340
"Nick Senzel",2019,"R",0.312741312741313,0.602316602316602,259
"Nick Williams",2018,"L",0.294776119402985,0.593283582089552,268
"Nicky Lopez",2019,"L",0.271565495207668,0.364217252396166,313
"Niko Goodrum",2018,"L",0.26865671641791,0.646766169154229,201
"Niko Goodrum",2019,"L",0.29,0.63,200
"Nolan Arenado",2015,"R",0.266247379454927,0.69811320754717,477
"Nolan Arenado",2016,"R",0.277207392197125,0.66735112936345,487
"Nolan Arenado",2017,"R",0.301455301455301,0.688149688149688,481
"Nolan Arenado",2018,"R",0.299776286353468,0.686800894854586,447
"Nolan Arenado",2019,"R",0.286021505376344,0.67741935483871,465
"Nomar Mazara",2016,"L",0.28686327077748,0.522788203753351,373
"Nomar Mazara",2017,"L",0.283163265306122,0.512755102040816,392
"Nomar Mazara",2018,"L",0.295977011494253,0.568965517241379,348
"Nomar Mazara",2019,"L",0.289036544850498,0.621262458471761,301
"Norichika Aoki",2015,"L",0.295302013422819,0.402684563758389,298
"Norichika Aoki",2016,"L",0.291793313069909,0.416413373860182,329
"Norichika Aoki",2017,"L",0.316363636363636,0.476363636363636,275
"Odubel Herrera",2015,"L",0.389221556886228,0.559880239520958,334
"Odubel Herrera",2016,"L",0.330917874396135,0.531400966183575,414
"Odubel Herrera",2017,"L",0.335106382978723,0.606382978723404,376
"Odubel Herrera",2018,"L",0.286802030456853,0.550761421319797,394
"Omar Infante",2015,"R",0.251412429378531,0.361581920903955,354
"Omar Narvaez",2018,"L",0.32,0.535,200
"Omar Narvaez",2019,"L",0.301639344262295,0.616393442622951,305
"Orlando Arcia",2017,"R",0.295081967213115,0.486338797814208,366
"Orlando Arcia",2018,"R",0.308641975308642,0.419753086419753,243
"Orlando Arcia",2019,"R",0.244505494505494,0.423076923076923,364
"Oscar Mercado",2019,"R",0.281976744186047,0.526162790697674,344
"Ozzie Albies",2018,"L",0.244776119402985,0.519402985074627,335
"Ozzie Albies",2019,"L",0.300791556728232,0.538258575197889,379
"Pablo Sandoval",2015,"L",0.269592476489028,0.426332288401254,319
"Paul DeJong",2017,"R",0.332075471698113,0.784905660377359,265
"Paul DeJong",2018,"R",0.270627062706271,0.584158415841584,303
"Paul DeJong",2019,"R",0.245,0.54,400
"Paul Goldschmidt",2015,"R",0.359493670886076,0.754430379746835,395
"Paul Goldschmidt",2016,"R",0.336538461538462,0.644230769230769,416
"Paul Goldschmidt",2017,"R",0.322250639386189,0.769820971867008,391
"Paul Goldschmidt",2018,"R",0.34010152284264,0.720812182741117,394
"Paul Goldschmidt",2019,"R",0.278325123152709,0.655172413793103,406
"Paulo Orlando",2016,"R",0.372727272727273,0.518181818181818,330
"Pedro Alvarez",2015,"L",0.268817204301075,0.702508960573477,279
"Pedro Alvarez",2016,"L",0.269911504424779,0.747787610619469,226
"Pedro Severino",2019,"R",0.278026905829596,0.569506726457399,223
"Pete Alonso",2019,"R",0.259946949602122,0.827586206896552,377
"Peter Bourjos",2016,"R",0.312757201646091,0.502057613168724,243
"Preston Tucker",2015,"L",0.246445497630332,0.549763033175355,211
"Prince Fielder",2015,"L",0.317171717171717,0.533333333333333,495
"Prince Fielder",2016,"L",0.226337448559671,0.415637860082305,243
"Rafael Devers",2018,"L",0.258169934640523,0.588235294117647,306
"Rafael Devers",2019,"L",0.319755600814664,0.672097759674134,491
"Raimel Tapia",2019,"L",0.341935483870968,0.564516129032258,310
"Rajai Davis",2015,"R",0.313559322033898,0.576271186440678,236
"Rajai Davis",2016,"R",0.287066246056782,0.501577287066246,317
"Rajai Davis",2017,"R",0.290598290598291,0.465811965811966,234
"Ramon Laureano",2019,"R",0.312280701754386,0.680701754385965,285
"Randal Grichuk",2016,"R",0.275,0.707142857142857,280
"Randal Grichuk",2017,"R",0.274131274131274,0.72972972972973,259
"Randal Grichuk",2018,"R",0.266187050359712,0.733812949640288,278
"Randal Grichuk",2019,"R",0.253807106598985,0.604060913705584,394
"Renato Nunez",2019,"R",0.262032085561497,0.601604278074866,374
"Rhys Hoskins",2018,"R",0.24468085106383,0.670212765957447,376
"Rhys Hoskins",2019,"R",0.258666666666667,0.624,375
"Rio Ruiz",2019,"L",0.259398496240602,0.503759398496241,266
"Robbie Grossman",2019,"L",0.297794117647059,0.459558823529412,272
"Roberto Perez",2019,"R",0.262948207171315,0.653386454183267,251
"Robinson Cano",2015,"L",0.311244979919679,0.544176706827309,498
"Robinson Cano",2016,"L",0.280701754385965,0.619883040935672,513
"Robinson Cano",2017,"L",0.278723404255319,0.529787234042553,470
"Robinson Cano",2018,"L",0.316,0.536,250
"Robinson Cano",2019,"L",0.270627062706271,0.495049504950495,303
"Robinson Chirinos",2018,"R",0.28921568627451,0.647058823529412,204
"Robinson Chirinos",2019,"R",0.293859649122807,0.671052631578947,228
"Ronald Acuna",2018,"R",0.314685314685315,0.77972027972028,286
"Ronald Acuna",2019,"R",0.306372549019608,0.698529411764706,408
"Ronald Guzman",2018,"L",0.29718875502008,0.642570281124498,249
"Ronald Torreyes",2017,"R",0.308943089430894,0.410569105691057,246
"Rougned Odor",2015,"L",0.265243902439024,0.524390243902439,328
"Rougned Odor",2016,"L",0.28175519630485,0.662817551963048,433
"Rougned Odor",2017,"L",0.209756097560976,0.521951219512195,410
"Rougned Odor",2018,"L",0.284829721362229,0.554179566563467,323
"Rougned Odor",2019,"L",0.229559748427673,0.69811320754717,318
"Rowdy Tellez",2019,"L",0.229437229437229,0.627705627705628,231
"Ruben Tejada",2015,"R",0.3003663003663,0.424908424908425,273
"Russell Martin",2015,"R",0.25,0.596153846153846,312
"Russell Martin",2016,"R",0.283636363636364,0.596363636363636,275
"Russell Martin",2017,"R",0.253658536585366,0.502439024390244,205
"Ryan Braun",2015,"R",0.288409703504043,0.622641509433962,371
"Ryan Braun",2016,"R",0.305343511450382,0.661577608142494,393
"Ryan Braun",2017,"R",0.275735294117647,0.617647058823529,272
"Ryan Braun",2018,"R",0.256578947368421,0.588815789473684,304
"Ryan Braun",2019,"R",0.308868501529052,0.663608562691132,327
"Ryan Goins",2015,"L",0.282142857142857,0.428571428571429,280
"Ryan Goins",2017,"L",0.276315789473684,0.470394736842105,304
"Ryan Howard",2015,"L",0.25,0.594594594594595,296
"Ryan Howard",2016,"L",0.175,0.675,200
"Ryan McMahon",2019,"L",0.307167235494881,0.658703071672355,293
"Ryan O'Hearn",2019,"L",0.215596330275229,0.513761467889908,218
"Ryan Zimmerman",2015,"R",0.255144032921811,0.580246913580247,243
"Ryan Zimmerman",2016,"R",0.243986254295533,0.474226804123711,291
"Ryan Zimmerman",2017,"R",0.30958904109589,0.679452054794521,365
"Ryan Zimmerman",2018,"R",0.277511961722488,0.598086124401914,209
"Ryon Healy",2017,"R",0.307692307692308,0.60545905707196,403
"Ryon Healy",2018,"R",0.245762711864407,0.516949152542373,354
"Salvador Perez",2015,"R",0.258215962441315,0.511737089201878,426
"Salvador Perez",2016,"R",0.269444444444444,0.577777777777778,360
"Salvador Perez",2017,"R",0.261627906976744,0.569767441860465,344
"Salvador Perez",2018,"R",0.232558139534884,0.534883720930233,387
"Sam Fuld",2015,"L",0.244131455399061,0.380281690140845,213
"Scooter Gennett",2015,"L",0.311787072243346,0.475285171102662,263
"Scooter Gennett",2016,"L",0.31043956043956,0.549450549450549,364
"Scooter Gennett",2017,"L",0.302469135802469,0.694444444444444,324
"Scooter Gennett",2018,"L",0.338709677419355,0.615207373271889,434
"Scott Kingery",2018,"R",0.297658862876254,0.491638795986622,299
"Scott Kingery",2019,"R",0.307692307692308,0.681818181818182,286
"Scott Schebler",2017,"L",0.238532110091743,0.678899082568807,327
"Scott Schebler",2018,"L",0.283524904214559,0.597701149425287,261
"Seth Smith",2015,"L",0.272727272727273,0.562937062937063,286
"Seth Smith",2016,"L",0.269662921348315,0.546816479400749,267
"Seth Smith",2017,"L",0.296943231441048,0.54585152838428,229
"Shin-Soo Choo",2015,"L",0.318652849740933,0.642487046632124,386
"Shin-Soo Choo",2017,"L",0.289002557544757,0.544757033248082,391
"Shin-Soo Choo",2018,"L",0.314363143631436,0.623306233062331,369
"Shin-Soo Choo",2019,"L",0.317073170731707,0.653116531165312,369
"Shohei Ohtani",2018,"L",0.317535545023697,0.848341232227488,211
"Shohei Ohtani",2019,"L",0.34,0.724,250
"Starlin Castro",2015,"R",0.294258373205742,0.442583732057416,418
"Starlin Castro",2016,"R",0.288372093023256,0.546511627906977,430
"Starlin Castro",2017,"R",0.328125,0.575,320
"Starlin Castro",2018,"R",0.331111111111111,0.506666666666667,450
"Starlin Castro",2019,"R",0.279527559055118,0.511811023622047,508
"Starling Marte",2015,"R",0.3189448441247,0.558752997601918,417
"Starling Marte",2016,"R",0.360881542699725,0.564738292011019,363
"Starling Marte",2017,"R",0.310185185185185,0.462962962962963,216
"Starling Marte",2018,"R",0.2981220657277,0.582159624413146,426
"Starling Marte",2019,"R",0.289156626506024,0.551807228915663,415
"Stephen Drew",2015,"L",0.183745583038869,0.438162544169611,283
"Stephen Piscotty",2016,"R",0.31042654028436,0.599526066350711,422
"Stephen Piscotty",2017,"R",0.279661016949153,0.504237288135593,236
"Stephen Piscotty",2018,"R",0.272076372315036,0.613365155131265,419
"Stephen Piscotty",2019,"R",0.265060240963855,0.502008032128514,249
"Stephen Vogt",2015,"L",0.276073619631902,0.542944785276074,326
"Stephen Vogt",2016,"L",0.279255319148936,0.507978723404255,376
"Stephen Vogt",2017,"L",0.235,0.505,200
"Steve Pearce",2015,"R",0.213592233009709,0.548543689320388,206
"Steve Pearce",2017,"R",0.271929824561404,0.552631578947368,228
"Steven Souza",2015,"R",0.297169811320755,0.660377358490566,212
"Steven Souza",2016,"R",0.336099585062241,0.655601659751037,241
"Steven Souza",2017,"R",0.276923076923077,0.704615384615385,325
"Teoscar Hernandez",2018,"R",0.294915254237288,0.688135593220339,295
"Teoscar Hernandez",2019,"R",0.270491803278689,0.754098360655738,244
"Tim Anderson",2016,"R",0.355805243445693,0.599250936329588,267
"Tim Anderson",2017,"R",0.306172839506173,0.550617283950617,405
"Tim Anderson",2018,"R",0.264339152119701,0.538653366583541,401
"Tim Anderson",2019,"R",0.390581717451524,0.650969529085873,361
"Tim Beckham",2017,"R",0.346268656716418,0.650746268656716,335
"Tim Beckham",2018,"R",0.266409266409266,0.517374517374517,259
"Todd Frazier",2015,"R",0.258278145695364,0.642384105960265,453
"Todd Frazier",2016,"R",0.222222222222222,0.648989898989899,396
"Todd Frazier",2017,"R",0.206153846153846,0.563076923076923,325
"Todd Frazier",2018,"R",0.228571428571429,0.532142857142857,280
"Todd Frazier",2019,"R",0.270186335403727,0.577639751552795,322
"Tommy Joseph",2016,"R",0.247619047619048,0.69047619047619,210
"Tommy Joseph",2017,"R",0.266862170087977,0.595307917888563,341
"Tommy La Stella",2019,"L",0.271186440677966,0.516949152542373,236
"Tommy Pham",2017,"R",0.346153846153846,0.692307692307692,312
"Tommy Pham",2018,"R",0.323529411764706,0.635294117647059,340
"Tommy Pham",2019,"R",0.307317073170732,0.553658536585366,410
"Tony Kemp",2018,"L",0.282178217821782,0.475247524752475,202
"Tony Wolters",2019,"L",0.316546762589928,0.406474820143885,278
"Torii Hunter",2015,"R",0.25,0.497422680412371,388
"Travis D'Arnaud",2017,"R",0.243542435424354,0.523985239852399,271
"Travis D'Arnaud",2019,"R",0.276859504132231,0.566115702479339,242
"Travis Jankowski",2016,"L",0.324200913242009,0.4337899543379,219
"Travis Jankowski",2018,"L",0.296442687747036,0.391304347826087,253
"Travis Shaw",2016,"L",0.292993630573248,0.595541401273885,314
"Travis Shaw",2017,"L",0.289972899728997,0.688346883468835,369
"Travis Shaw",2018,"L",0.233516483516484,0.615384615384615,364
"Trea Turner",2016,"R",0.367647058823529,0.622549019607843,204
"Trea Turner",2017,"R",0.319354838709677,0.561290322580645,310
"Trea Turner",2018,"R",0.295918367346939,0.520408163265306,490
"Trea Turner",2019,"R",0.339473684210526,0.65,380
"Trevor Plouffe",2015,"R",0.261682242990654,0.560747663551402,428
"Trevor Plouffe",2016,"R",0.272340425531915,0.514893617021277,235
"Trevor Story",2016,"R",0.316964285714286,0.870535714285714,224
"Trevor Story",2017,"R",0.305841924398625,0.738831615120275,291
"Trevor Story",2018,"R",0.305825242718447,0.75,412
"Trevor Story",2019,"R",0.333333333333333,0.797435897435897,390
"Trey Mancini",2017,"R",0.344919786096257,0.614973262032086,374
"Trey Mancini",2018,"R",0.280701754385965,0.556390977443609,399
"Trey Mancini",2019,"R",0.302540415704388,0.681293302540416,433
"Troy Tulowitzki",2015,"R",0.313390313390313,0.56980056980057,351
"Troy Tulowitzki",2016,"R",0.256410256410256,0.58974358974359,351
"Tucker Barnhart",2016,"L",0.3,0.482608695652174,230
"Tucker Barnhart",2017,"L",0.318965517241379,0.512931034482759,232
"Tucker Barnhart",2018,"L",0.259124087591241,0.445255474452555,274
"Tyler Flowers",2015,"R",0.299019607843137,0.485294117647059,204
"Tyler Flowers",2017,"R",0.327433628318584,0.584070796460177,226
"Tyler Saladino",2016,"R",0.322429906542056,0.537383177570093,214
"Victor Martinez",2015,"L",0.207746478873239,0.390845070422535,284
"Victor Martinez",2016,"L",0.282051282051282,0.567307692307692,312
"Victor Martinez",2017,"L",0.260330578512397,0.454545454545455,242
"Victor Martinez",2018,"L",0.271477663230241,0.384879725085911,291
"Victor Robles",2019,"R",0.292105263157895,0.565789473684211,380
"Vladimir Guerrero Jr.",2019,"R",0.295652173913043,0.504347826086956,345
"Welington Castillo",2015,"R",0.241525423728814,0.593220338983051,236
"Welington Castillo",2016,"R",0.322695035460993,0.585106382978723,282
"Welington Castillo",2017,"R",0.31390134529148,0.695067264573991,223
"Whit Merrifield",2016,"R",0.370044052863436,0.524229074889868,227
"Whit Merrifield",2017,"R",0.302325581395349,0.54122621564482,473
"Whit Merrifield",2018,"R",0.351297405189621,0.536926147704591,501
"Whit Merrifield",2019,"R",0.343228200371058,0.565862708719852,539
"Wil Myers",2016,"R",0.287410926365796,0.629453681710214,421
"Wil Myers",2017,"R",0.277173913043478,0.684782608695652,368
"Wil Myers",2018,"R",0.319047619047619,0.657142857142857,210
"Wil Myers",2019,"R",0.329268292682927,0.703252032520325,246
"Will Venable",2015,"L",0.317180616740088,0.475770925110132,227
"Willie Calhoun",2019,"L",0.244725738396624,0.645569620253165,237
"Willson Contreras",2017,"R",0.286259541984733,0.637404580152672,262
"Willson Contreras",2018,"R",0.30421686746988,0.518072289156627,332
"Willson Contreras",2019,"R",0.302521008403361,0.747899159663866,238
"Willy Adames",2019,"R",0.313390313390313,0.584045584045584,351
"Wilmer Difo",2018,"L",0.289473684210526,0.442982456140351,228
"Wilmer Flores",2015,"R",0.266666666666667,0.490666666666667,375
"Wilmer Flores",2016,"R",0.252100840336134,0.525210084033613,238
"Wilmer Flores",2017,"R",0.265454545454545,0.581818181818182,275
"Wilmer Flores",2018,"R",0.257575757575758,0.451515151515152,330
"Wilmer Flores",2019,"R",0.325471698113208,0.55188679245283,212
"Wilson Ramos",2015,"R",0.255131964809384,0.475073313782991,341
"Wilson Ramos",2016,"R",0.319034852546917,0.597855227882037,373
"Wilson Ramos",2018,"R",0.330909090909091,0.614545454545455,275
"Wilson Ramos",2019,"R",0.295039164490862,0.483028720626632,383
"Xander Bogaerts",2015,"R",0.376299376299376,0.484407484407484,481
"Xander Bogaerts",2016,"R",0.321428571428571,0.554621848739496,476
"Xander Bogaerts",2017,"R",0.314009661835749,0.48792270531401,414
"Xander Bogaerts",2018,"R",0.300531914893617,0.622340425531915,376
"Xander Bogaerts",2019,"R",0.311827956989247,0.664516129032258,465
"Yadier Molina",2015,"R",0.282926829268293,0.385365853658537,410
"Yadier Molina",2016,"R",0.339366515837104,0.493212669683258,442
"Yadier Molina",2017,"R",0.275,0.5225,400
"Yadier Molina",2018,"R",0.248648648648649,0.502702702702703,370
"Yadier Molina",2019,"R",0.287425149700599,0.476047904191617,334
"Yairo Munoz",2018,"R",0.325242718446602,0.533980582524272,206
"Yan Gomes",2015,"R",0.266666666666667,0.516666666666667,240
"Yan Gomes",2017,"R",0.255813953488372,0.502325581395349,215
"Yan Gomes",2018,"R",0.330855018587361,0.646840148698885,269
"Yan Gomes",2019,"R",0.252380952380952,0.533333333333333,210
"Yandy Diaz",2019,"R",0.278481012658228,0.607594936708861,237
"Yangervis Solarte",2015,"L",0.276162790697674,0.491279069767442,344
"Yangervis Solarte",2016,"L",0.295546558704453,0.534412955465587,247
"Yangervis Solarte",2017,"L",0.258992805755396,0.532374100719424,278
"Yangervis Solarte",2018,"L",0.243478260869565,0.434782608695652,230
"Yasiel Puig",2015,"R",0.287128712871287,0.534653465346535,202
"Yasiel Puig",2016,"R",0.291666666666667,0.545833333333333,240
"Yasiel Puig",2017,"R",0.263157894736842,0.594736842105263,380
"Yasiel Puig",2018,"R",0.268551236749117,0.628975265017668,283
"Yasiel Puig",2019,"R",0.300771208226221,0.57840616966581,389
"Yasmani Grandal",2015,"L",0.231132075471698,0.528301886792453,212
"Yasmani Grandal",2017,"L",0.271551724137931,0.672413793103448,232
"Yasmani Grandal",2018,"L",0.262672811059908,0.658986175115207,217
"Yasmani Grandal",2019,"L",0.253218884120172,0.605150214592275,233
"Yasmany Tomas",2015,"R",0.346570397111913,0.537906137184116,277
"Yasmany Tomas",2016,"R",0.281914893617021,0.686170212765957,376
"Yoan Moncada",2018,"L",0.337349397590361,0.714859437751004,249
"Yoan Moncada",2019,"L",0.358974358974359,0.811965811965812,234
"Yoenis Cespedes",2015,"R",0.309576837416481,0.717149220489978,449
"Yoenis Cespedes",2016,"R",0.271137026239067,0.664723032069971,343
"Yoenis Cespedes",2017,"R",0.291079812206573,0.661971830985915,213
"Yolmer Sanchez",2015,"L",0.28310502283105,0.4337899543379,219
"Yolmer Sanchez",2017,"L",0.316176470588235,0.558823529411765,272
"Yolmer Sanchez",2018,"L",0.290322580645161,0.498533724340176,341
"Yolmer Sanchez",2019,"L",0.312267657992565,0.397769516728625,269
"Yonder Alonso",2015,"L",0.316901408450704,0.457746478873239,284
"Yonder Alonso",2016,"L",0.276315789473684,0.436842105263158,380
"Yonder Alonso",2017,"L",0.291390728476821,0.695364238410596,302
"Yonder Alonso",2018,"L",0.265536723163842,0.542372881355932,354
"Yulieski Gurriel",2017,"R",0.301587301587302,0.546485260770975,441
"Yulieski Gurriel",2018,"R",0.309210526315789,0.482456140350877,456
"Yulieski Gurriel",2019,"R",0.273127753303965,0.607929515418502,454
