"batter","game_year","stand","xbabip","xbscon","n"
"Erick Aybar",2016,"L",0.264069264069264,0.359307359307359,231
"Eugenio Suarez",2015,"R",0.315985130111524,0.587360594795539,269
"Eugenio Suarez",2016,"R",0.288659793814433,0.551546391752577,388
"Eugenio Suarez",2017,"R",0.295392953929539,0.617886178861789,369
"Eugenio Suarez",2018,"R",0.290760869565217,0.728260869565217,368
"Eugenio Suarez",2019,"R",0.267567567567568,0.837837837837838,370
"Evan Gattis",2015,"R",0.251764705882353,0.569411764705882,425
"Evan Gattis",2016,"R",0.248299319727891,0.69047619047619,294
"Evan Gattis",2017,"R",0.269230769230769,0.521367521367521,234
"Evan Gattis",2018,"R",0.206081081081081,0.557432432432432,296
"Evan Longoria",2015,"R",0.299126637554585,0.563318777292576,458
"Evan Longoria",2016,"R",0.275641025641026,0.685897435897436,468
"Evan Longoria",2017,"R",0.278586278586279,0.515592515592516,481
"Evan Longoria",2018,"R",0.260387811634349,0.498614958448753,361
"Evan Longoria",2019,"R",0.290030211480363,0.580060422960725,331
"Fernando Tatis Jr.",2019,"R",0.3710407239819,0.864253393665158,221
"Francisco Cervelli",2015,"R",0.337423312883436,0.48159509202454,326
"Francisco Cervelli",2016,"R",0.317269076305221,0.393574297188755,249
"Francisco Cervelli",2018,"R",0.300847457627119,0.538135593220339,236
"Francisco Lindor",2016,"L",0.319018404907975,0.503067484662577,326
"Francisco Lindor",2017,"L",0.232758620689655,0.531609195402299,348
"Francisco Lindor",2018,"L",0.228947368421053,0.589473684210526,380
"Francisco Lindor",2019,"L",0.282539682539683,0.631746031746032,315
"Franmil Reyes",2019,"R",0.252307692307692,0.753846153846154,325
"Freddie Freeman",2015,"L",0.30794701986755,0.609271523178808,302
"Freddie Freeman",2016,"L",0.341085271317829,0.767441860465116,387
"Freddie Freeman",2017,"L",0.309375,0.75625,320
"Freddie Freeman",2018,"L",0.334061135371179,0.624454148471616,458
"Freddie Freeman",2019,"L",0.291196388261851,0.659142212189616,443
"Freddy Galvis",2015,"L",0.273615635179153,0.407166123778502,307
"Freddy Galvis",2016,"L",0.284789644012945,0.572815533980582,309
"Freddy Galvis",2017,"L",0.276527331189711,0.488745980707395,311
"Freddy Galvis",2018,"L",0.278571428571429,0.446428571428571,280
"Freddy Galvis",2019,"L",0.271317829457364,0.612403100775194,258
"Garrett Cooper",2019,"R",0.333333333333333,0.597701149425287,261
"Garrett Hampson",2019,"R",0.314009661835749,0.531400966183575,207
"Gary Sanchez",2017,"R",0.276595744680851,0.696048632218845,329
"Gary Sanchez",2018,"R",0.180555555555556,0.578703703703704,216
"Gary Sanchez",2019,"R",0.218623481781377,0.773279352226721,247
"George Springer",2015,"R",0.325757575757576,0.640151515151515,264
"George Springer",2016,"R",0.288461538461538,0.629807692307692,416
"George Springer",2017,"R",0.282238442822384,0.661800486618005,411
"George Springer",2018,"R",0.29,0.57,400
"George Springer",2019,"R",0.268011527377522,0.757925072046109,347
"Gerardo Parra",2015,"L",0.307142857142857,0.516666666666667,420
"Gerardo Parra",2016,"L",0.278810408921933,0.479553903345725,269
"Gerardo Parra",2017,"L",0.338762214983713,0.52442996742671,307
"Gerardo Parra",2018,"L",0.32807570977918,0.43217665615142,317
"Gerardo Parra",2019,"L",0.253731343283582,0.482587064676617,201
"Giancarlo Stanton",2016,"R",0.275590551181102,0.744094488188976,254
"Giancarlo Stanton",2017,"R",0.257575757575758,0.848484848484849,396
"Giancarlo Stanton",2018,"R",0.305851063829787,0.742021276595745,376
"Giovanny Urshela",2019,"R",0.319018404907975,0.656441717791411,326
"Gleyber Torres",2018,"R",0.307958477508651,0.671280276816609,289
"Gleyber Torres",2019,"R",0.266169154228856,0.696517412935323,402
"Gorkys Hernandez",2017,"R",0.322869955156951,0.417040358744395,223
"Gorkys Hernandez",2018,"R",0.268041237113402,0.542955326460481,291
"Greg Garcia",2019,"L",0.321266968325792,0.48868778280543,221
"Gregor Blanco",2015,"L",0.327868852459016,0.491803278688525,244
"Gregory Polanco",2015,"L",0.305164319248826,0.485915492957746,426
"Gregory Polanco",2016,"L",0.280519480519481,0.592207792207792,385
"Gregory Polanco",2017,"L",0.260869565217391,0.468227424749164,299
"Gregory Polanco",2018,"L",0.262839879154079,0.619335347432024,331
"Guillermo Heredia",2017,"R",0.287625418060201,0.421404682274247,299
"Guillermo Heredia",2018,"R",0.255506607929515,0.383259911894273,227
"Hanley Ramirez",2015,"R",0.250825082508251,0.481848184818482,303
"Hanley Ramirez",2016,"R",0.306068601583113,0.656992084432718,379
"Hanley Ramirez",2017,"R",0.251412429378531,0.567796610169492,354
"Hanser Alberto",2019,"R",0.31390134529148,0.459641255605381,446
"Harold Castro",2019,"L",0.353846153846154,0.5,260
"Harold Ramirez",2019,"R",0.323717948717949,0.532051282051282,312
"Harrison Bader",2018,"R",0.349593495934959,0.642276422764228,246
"Harrison Bader",2019,"R",0.257009345794392,0.565420560747664,214
"Hernan Perez",2016,"R",0.305263157894737,0.547368421052632,285
"Hernan Perez",2017,"R",0.283950617283951,0.518518518518518,324
"Hernan Perez",2018,"R",0.290598290598291,0.495726495726496,234
"Howie Kendrick",2015,"R",0.330508474576271,0.494350282485876,354
"Howie Kendrick",2016,"R",0.299465240641711,0.449197860962567,374
"Howie Kendrick",2017,"R",0.358078602620087,0.611353711790393,229
"Howie Kendrick",2019,"R",0.345454545454545,0.68,275
"Hunter Dozier",2018,"R",0.28936170212766,0.548936170212766,235
"Hunter Dozier",2019,"R",0.325,0.727777777777778,360
"Hunter Pence",2016,"R",0.339222614840989,0.6113074204947,283
"Hunter Pence",2017,"R",0.296791443850267,0.481283422459893,374
"Hunter Pence",2019,"R",0.315533980582524,0.679611650485437,206
"Hunter Renfroe",2017,"R",0.263888888888889,0.690972222222222,288
"Hunter Renfroe",2018,"R",0.242105263157895,0.649122807017544,285
"Hunter Renfroe",2019,"R",0.212230215827338,0.715827338129496,278
"Hyun-soo Kim",2016,"L",0.344827586206897,0.504310344827586,232
"Ian Desmond",2015,"R",0.288888888888889,0.558333333333333,360
"Ian Desmond",2016,"R",0.331050228310502,0.600456621004566,438
"Ian Desmond",2017,"R",0.322314049586777,0.487603305785124,242
"Ian Desmond",2018,"R",0.256997455470738,0.549618320610687,393
"Ian Desmond",2019,"R",0.289902280130293,0.644951140065147,307
"Ian Kinsler",2015,"R",0.314629258517034,0.464929859719439,499
"Ian Kinsler",2016,"R",0.304157549234136,0.595185995623632,457
"Ian Kinsler",2017,"R",0.228110599078341,0.476958525345622,434
"Ian Kinsler",2018,"R",0.244389027431421,0.42643391521197,401
"Ichiro Suzuki",2015,"L",0.238853503184713,0.280254777070064,314
"Ichiro Suzuki",2016,"L",0.340909090909091,0.435606060606061,264
"Isiah Kiner-Falefa",2018,"R",0.294964028776978,0.431654676258993,278
"J.D. Davis",2019,"R",0.343642611683849,0.694158075601375,291
"J.D. Martinez",2015,"R",0.313157894736842,0.726315789473684,380
"J.D. Martinez",2016,"R",0.353535353535354,0.723905723905724,297
"J.D. Martinez",2017,"R",0.27681660899654,0.961937716262976,289
"J.D. Martinez",2018,"R",0.339950372208437,0.833746898263027,403
"J.D. Martinez",2019,"R",0.312655086848635,0.722084367245658,403
"J.J. Hardy",2015,"R",0.258389261744966,0.399328859060403,298
"J.J. Hardy",2016,"R",0.290123456790123,0.484567901234568,324
"J.P. Crawford",2019,"L",0.264,0.488,250
"J.T. Realmuto",2015,"R",0.270588235294118,0.470588235294118,340
"J.T. Realmuto",2016,"R",0.34025974025974,0.501298701298701,385
"J.T. Realmuto",2017,"R",0.313624678663239,0.544987146529563,389
"J.T. Realmuto",2018,"R",0.30028328611898,0.60056657223796,353
"J.T. Realmuto",2019,"R",0.293367346938776,0.637755102040816,392
"J.T. Riddle",2018,"L",0.265486725663717,0.486725663716814,226
"Jace Peterson",2015,"L",0.283544303797468,0.420253164556962,395
"Jace Peterson",2016,"L",0.280155642023346,0.400778210116732,257
"Jackie Bradley Jr.",2016,"L",0.300531914893617,0.638297872340426,376
"Jackie Bradley Jr.",2017,"L",0.285285285285285,0.525525525525526,333
"Jackie Bradley Jr.",2018,"L",0.285714285714286,0.545454545454545,308
"Jackie Bradley Jr.",2019,"L",0.26813880126183,0.605678233438486,317
"Jacob Lamb",2015,"L",0.340163934426229,0.524590163934426,244
"Jacob Lamb",2016,"L",0.264367816091954,0.704022988505747,348
"Jacob Lamb",2017,"L",0.272222222222222,0.672222222222222,360
"Jacoby Ellsbury",2015,"L",0.292035398230089,0.427728613569322,339
"Jacoby Ellsbury",2016,"L",0.293181818181818,0.440909090909091,440
"Jacoby Ellsbury",2017,"L",0.300380228136882,0.475285171102662,263
"JaCoby Jones",2018,"R",0.261818181818182,0.52,275
"Jake Bauers",2018,"L",0.231527093596059,0.566502463054187,203
"Jake Bauers",2019,"L",0.275,0.545833333333333,240
"Jake Marisnick",2015,"R",0.282511210762332,0.524663677130045,223
"Jake Smolinski",2016,"R",0.251082251082251,0.398268398268398,231
"James Loney",2015,"L",0.301324503311258,0.387417218543046,302
"James Loney",2016,"L",0.265957446808511,0.432624113475177,282
"James McCann",2015,"R",0.324909747292419,0.487364620938628,277
"James McCann",2016,"R",0.28436018957346,0.554502369668246,211
"James McCann",2017,"R",0.292887029288703,0.556485355648536,239
"James McCann",2018,"R",0.276666666666667,0.436666666666667,300
"James McCann",2019,"R",0.329824561403509,0.659649122807018,285
"Jarrod Dyson",2016,"L",0.297413793103448,0.418103448275862,232
"Jarrod Dyson",2017,"L",0.28735632183908,0.413793103448276,261
"Jarrod Dyson",2019,"L",0.26551724137931,0.406896551724138,290
"Jason Castro",2015,"L",0.259433962264151,0.55188679245283,212
"Jason Castro",2017,"L",0.302222222222222,0.551111111111111,225
"Jason Heyward",2015,"L",0.308235294117647,0.505882352941176,425
"Jason Heyward",2016,"L",0.251908396946565,0.39440203562341,393
"Jason Heyward",2017,"L",0.280966767371601,0.465256797583082,331
"Jason Heyward",2018,"L",0.292263610315186,0.464183381088825,349
"Jason Heyward",2019,"L",0.272,0.533333333333333,375
"Jason Kipnis",2015,"L",0.35,0.556818181818182,440
"Jason Kipnis",2016,"L",0.306997742663657,0.611738148984199,443
"Jason Kipnis",2017,"L",0.244635193133047,0.527896995708155,233
"Jason Kipnis",2018,"L",0.241469816272966,0.47244094488189,381
"Jason Kipnis",2019,"L",0.259776536312849,0.508379888268156,358
"Javier Baez",2016,"R",0.319148936170213,0.539007092198582,282
"Javier Baez",2017,"R",0.312080536912752,0.701342281879195,298
"Javier Baez",2018,"R",0.325925925925926,0.733333333333333,405
"Javier Baez",2019,"R",0.319209039548023,0.742937853107345,354
"Jay Bruce",2015,"L",0.24047619047619,0.578571428571429,420
"Jay Bruce",2016,"L",0.245333333333333,0.634666666666667,375
"Jay Bruce",2017,"L",0.257142857142857,0.677922077922078,385
"Jay Bruce",2018,"L",0.247787610619469,0.433628318584071,226
"Jay Bruce",2019,"L",0.172897196261682,0.728971962616822,214
"Jayson Werth",2015,"R",0.243362831858407,0.508849557522124,226
"Jayson Werth",2016,"R",0.262569832402235,0.533519553072626,358
"Jean Segura",2015,"R",0.291079812206573,0.39906103286385,426
"Jean Segura",2016,"R",0.336520076481836,0.573613766730402,523
"Jean Segura",2017,"R",0.318289786223278,0.494061757719715,421
"Jean Segura",2018,"R",0.325349301397206,0.475049900199601,501
"Jean Segura",2019,"R",0.296610169491525,0.48728813559322,472
"Jed Lowrie",2017,"L",0.308139534883721,0.558139534883721,344
"Jed Lowrie",2018,"L",0.287625418060201,0.615384615384615,299
"Jedd Gyorko",2015,"R",0.271477663230241,0.508591065292096,291
"Jedd Gyorko",2016,"R",0.222627737226277,0.613138686131387,274
"Jedd Gyorko",2017,"R",0.296416938110749,0.599348534201954,307
"Jedd Gyorko",2018,"R",0.301158301158301,0.532818532818533,259
"Jeff Francoeur",2015,"R",0.288288288288288,0.576576576576577,222
"Jeff Francoeur",2016,"R",0.323943661971831,0.535211267605634,213
"Jeff McNeil",2019,"L",0.317848410757946,0.616136919315403,409
"Jeimer Candelario",2018,"L",0.233716475095785,0.498084291187739,261
"Jesse Winker",2018,"L",0.336405529953917,0.52073732718894,217
"Jesse Winker",2019,"L",0.27734375,0.578125,256
"Jesus Aguilar",2018,"R",0.27299703264095,0.70326409495549,337
"Jesus Aguilar",2019,"R",0.252173913043478,0.48695652173913,230
"Jhonny Peralta",2015,"R",0.3,0.497727272727273,440
"Jhonny Peralta",2016,"R",0.276995305164319,0.488262910798122,213
"Ji-Man Choi",2019,"L",0.274914089347079,0.615120274914089,291
"Jimmy Rollins",2015,"L",0.201954397394137,0.41042345276873,307
"Joc Pederson",2015,"L",0.244755244755245,0.646853146853147,286
"Joc Pederson",2016,"L",0.28125,0.69140625,256
"Joc Pederson",2018,"L",0.230496453900709,0.652482269503546,282
"Joc Pederson",2019,"L",0.209003215434084,0.70096463022508,311
"Joe Mauer",2015,"L",0.296137339055794,0.457081545064378,466
"Joe Mauer",2016,"L",0.282191780821918,0.463013698630137,365
"Joe Mauer",2017,"L",0.343065693430657,0.464720194647202,411
"Joe Mauer",2018,"L",0.328165374677003,0.462532299741602,387
"Joe Panik",2015,"L",0.326923076923077,0.509615384615385,312
"Joe Panik",2016,"L",0.242819843342037,0.425587467362924,383
"Joe Panik",2017,"L",0.294392523364486,0.460280373831776,428
"Joe Panik",2018,"L",0.269592476489028,0.360501567398119,319
"Joe Panik",2019,"L",0.257217847769029,0.364829396325459,381
"Joey Gallo",2017,"L",0.207373271889401,0.91705069124424,217
"Joey Gallo",2018,"L",0.225925925925926,0.840740740740741,270
"Joey Votto",2015,"L",0.361256544502618,0.727748691099476,382
"Joey Votto",2016,"L",0.338095238095238,0.7,420
"Joey Votto",2017,"L",0.3,0.671739130434783,460
"Joey Votto",2018,"L",0.335078534031414,0.531413612565445,382
"Joey Votto",2019,"L",0.298666666666667,0.546666666666667,375
"Joey Wendle",2018,"L",0.342783505154639,0.528350515463918,388
"Johan Camargo",2018,"L",0.293023255813953,0.548837209302326,215
"John Jaso",2016,"L",0.308474576271186,0.505084745762712,295
"Johnny Giavotella",2015,"R",0.293963254593176,0.427821522309711,381
"Johnny Giavotella",2016,"R",0.263888888888889,0.420138888888889,288
"Jon Jay",2016,"L",0.36328125,0.50390625,256
"Jon Jay",2017,"L",0.369565217391304,0.47463768115942,276
"Jon Jay",2018,"L",0.315789473684211,0.423444976076555,418
"Jonathan Lucroy",2015,"R",0.280276816608997,0.460207612456747,289
"Jonathan Lucroy",2016,"R",0.31043956043956,0.60989010989011,364
"Jonathan Lucroy",2017,"R",0.282857142857143,0.414285714285714,350
"Jonathan Lucroy",2018,"R",0.270029673590504,0.379821958456973,337
"Jonathan Lucroy",2019,"R",0.248868778280543,0.361990950226244,221
"Jonathan Schoop",2015,"R",0.330188679245283,0.693396226415094,212
"Jonathan Schoop",2016,"R",0.282850779510022,0.565701559020045,449
"Jonathan Schoop",2017,"R",0.315098468271335,0.649890590809628,457
"Jonathan Schoop",2018,"R",0.248538011695906,0.549707602339181,342
"Jonathan Schoop",2019,"R",0.277027027027027,0.625,296
"Jonathan Villar",2016,"L",0.342657342657343,0.590909090909091,286
"Jonathan Villar",2018,"L",0.333333333333333,0.535087719298246,228
"Jonathan Villar",2019,"L",0.343859649122807,0.666666666666667,285
"Jordy Mercer",2015,"R",0.279605263157895,0.384868421052632,304
"Jordy Mercer",2016,"R",0.27511961722488,0.442583732057416,418
"Jordy Mercer",2017,"R",0.276041666666667,0.486979166666667,384
"Jordy Mercer",2018,"R",0.294520547945205,0.469178082191781,292
"Jorge Alfaro",2019,"R",0.347490347490348,0.656370656370656,259
"Jorge Bonifacio",2017,"R",0.319502074688797,0.663900414937759,241
"Jorge Polanco",2017,"L",0.264591439688716,0.501945525291829,257
"Jorge Polanco",2019,"L",0.320474777448071,0.629080118694362,337
"Jorge Soler",2015,"R",0.353448275862069,0.59051724137931,232
"Jorge Soler",2019,"R",0.266666666666667,0.782051282051282,390
"Jose Abreu",2015,"R",0.318906605922551,0.665148063781321,439
"Jose Abreu",2016,"R",0.312765957446809,0.570212765957447,470
"Jose Abreu",2017,"R",0.313684210526316,0.661052631578947,475
"Jose Abreu",2018,"R",0.281842818428184,0.577235772357724,369
"Jose Abreu",2019,"R",0.290598290598291,0.634615384615385,468
"Jose Altuve",2015,"R",0.320964749536178,0.504638218923933,539
"Jose Altuve",2016,"R",0.332075471698113,0.590566037735849,530
"Jose Altuve",2017,"R",0.345911949685535,0.637316561844864,477
"Jose Altuve",2018,"R",0.34192037470726,0.53864168618267,427
"Jose Altuve",2019,"R",0.277922077922078,0.633766233766234,385
"Jose Bautista",2015,"R",0.224096385542169,0.643373493975904,415
"Jose Bautista",2016,"R",0.229452054794521,0.578767123287671,292
"Jose Bautista",2017,"R",0.237851662404092,0.521739130434783,391
"Jose Bautista",2018,"R",0.238805970149254,0.552238805970149,201
"Jose Iglesias",2015,"R",0.327485380116959,0.412280701754386,342
"Jose Iglesias",2016,"R",0.264550264550265,0.37037037037037,378
"Jose Iglesias",2017,"R",0.276595744680851,0.412234042553192,376
"Jose Iglesias",2018,"R",0.289544235924933,0.439678284182306,373
"Jose Iglesias",2019,"R",0.309226932668329,0.466334164588529,401
"Jose Martinez",2018,"R",0.334140435835351,0.554479418886199,413
"Jose Martinez",2019,"R",0.317596566523605,0.523605150214592,233
"Jose Peraza",2017,"R",0.29873417721519,0.372151898734177,395
"Jose Peraza",2018,"R",0.296992481203008,0.466165413533835,532
"Jose Peraza",2019,"R",0.271477663230241,0.391752577319588,291
"Jose Pirela",2017,"R",0.326086956521739,0.643478260869565,230
"Jose Pirela",2018,"R",0.306501547987616,0.452012383900929,323
"Jose Ramirez",2016,"L",0.320388349514563,0.498381877022654,309
"Jose Ramirez",2017,"L",0.298013245033113,0.632450331125828,302
"Jose Ramirez",2018,"L",0.210355987055016,0.656957928802589,309
"Jose Ramirez",2019,"L",0.233870967741935,0.584677419354839,248
"Jose Reyes",2015,"L",0.304182509505703,0.444866920152091,263
"Jose Reyes",2017,"L",0.253289473684211,0.463815789473684,304
"Josh Bell",2017,"L",0.277777777777778,0.59375,288
"Josh Bell",2018,"L",0.3046875,0.5,256
"Josh Bell",2019,"L",0.280936454849498,0.735785953177257,299
"Josh Donaldson",2015,"R",0.283870967741935,0.701075268817204,465
"Josh Donaldson",2016,"R",0.267605633802817,0.65962441314554,426
"Josh Donaldson",2017,"R",0.255395683453237,0.798561151079137,278
"Josh Donaldson",2019,"R",0.273712737127371,0.734417344173442,369
"Josh Harrison",2015,"R",0.33968253968254,0.466666666666667,315
"Josh Harrison",2016,"R",0.317733990147783,0.45320197044335,406
"Josh Harrison",2017,"R",0.282608695652174,0.527173913043478,368
"Josh Harrison",2018,"R",0.276923076923077,0.442307692307692,260
"Josh Phegley",2019,"R",0.252100840336134,0.491596638655462,238
"Josh Reddick",2015,"L",0.262295081967213,0.494145199063232,427
"Josh Reddick",2016,"L",0.297805642633229,0.482758620689655,319
"Josh Reddick",2017,"L",0.325641025641026,0.548717948717949,390
"Josh Reddick",2018,"L",0.25,0.488235294117647,340
"Josh Reddick",2019,"L",0.274463007159905,0.463007159904535,419
"Juan Lagares",2015,"R",0.298461538461538,0.449230769230769,325
"Juan Soto",2018,"L",0.327586206896552,0.696551724137931,290
"Juan Soto",2019,"L",0.284574468085106,0.720744680851064,376
"Juan Uribe",2015,"R",0.269961977186312,0.509505703422053,263
"Jung-Ho Kang",2015,"R",0.338983050847458,0.610169491525424,295
"Jung-Ho Kang",2016,"R",0.248888888888889,0.697777777777778,225
"Jurickson Profar",2018,"L",0.247232472324723,0.575645756457565,271
"Jurickson Profar",2019,"L",0.161048689138577,0.453183520599251,267
"Justin Bour",2015,"L",0.291044776119403,0.690298507462687,268
"Justin Bour",2016,"L",0.251231527093596,0.586206896551724,203
"Justin Bour",2017,"L",0.301526717557252,0.717557251908397,262
"Justin Bour",2018,"L",0.269662921348315,0.591760299625468,267
"Justin Smoak",2017,"L",0.241830065359477,0.722222222222222,306
"Justin Smoak",2018,"L",0.284313725490196,0.774509803921569,204
"Justin Turner",2015,"R",0.311188811188811,0.615384615384615,286
"Justin Turner",2016,"R",0.275294117647059,0.6,425
"Justin Turner",2017,"R",0.302083333333333,0.588541666666667,384
"Justin Turner",2018,"R",0.326460481099656,0.604810996563574,291
"Justin Turner",2019,"R",0.289972899728997,0.623306233062331,369
"Justin Upton",2015,"R",0.277472527472527,0.626373626373626,364
"Justin Upton",2016,"R",0.289017341040462,0.705202312138728,346
"Justin Upton",2017,"R",0.319444444444444,0.816666666666667,360
"Justin Upton",2018,"R",0.304347826086957,0.695652173913043,345
"Kelly Johnson",2015,"L",0.304761904761905,0.604761904761905,210
"Kelly Johnson",2016,"L",0.268518518518519,0.481481481481481,216
"Kendrys Morales",2015,"L",0.275303643724696,0.635627530364372,247
"Kendrys Morales",2016,"L",0.229090909090909,0.545454545454545,275
"Kendrys Morales",2017,"L",0.223642172523962,0.520766773162939,313
"Keon Broxton",2017,"R",0.300925925925926,0.689814814814815,216
"Ketel Marte",2016,"L",0.327354260089686,0.403587443946188,223
"Ketel Marte",2018,"L",0.247058823529412,0.423529411764706,255
"Ketel Marte",2019,"L",0.325878594249201,0.686900958466454,313
"Kevan Smith",2017,"R",0.297777777777778,0.444444444444444,225
"Kevin Kiermaier",2015,"L",0.293814432989691,0.518041237113402,388
"Kevin Kiermaier",2016,"L",0.259541984732824,0.49618320610687,262
"Kevin Kiermaier",2017,"L",0.30078125,0.5859375,256
"Kevin Kiermaier",2018,"L",0.272727272727273,0.507177033492823,209
"Kevin Kiermaier",2019,"L",0.260188087774295,0.526645768025078,319
"Kevin Newman",2019,"R",0.31592039800995,0.507462686567164,402
"Kevin Pillar",2015,"R",0.294623655913978,0.466666666666667,465
"Kevin Pillar",2016,"R",0.305288461538462,0.456730769230769,416
"Kevin Pillar",2017,"R",0.28125,0.508928571428571,448
"Kevin Pillar",2018,"R",0.284237726098191,0.506459948320413,387
"Kevin Pillar",2019,"R",0.261044176706827,0.502008032128514,498
"Khris Davis",2015,"R",0.261538461538462,0.753846153846154,260
"Khris Davis",2016,"R",0.245231607629428,0.722070844686649,367
"Khris Davis",2017,"R",0.254285714285714,0.794285714285714,350
"Khris Davis",2018,"R",0.234375,0.776041666666667,384
"Khris Davis",2019,"R",0.262626262626263,0.528619528619529,297
"Kole Calhoun",2015,"L",0.28246013667426,0.567198177676538,439
"Kole Calhoun",2016,"L",0.299539170506912,0.527649769585253,434
"Kole Calhoun",2017,"L",0.272289156626506,0.51566265060241,415
"Kole Calhoun",2018,"L",0.230994152046784,0.47953216374269,342
"Kole Calhoun",2019,"L",0.244252873563218,0.626436781609195,348
"Kolten Wong",2015,"L",0.288095238095238,0.452380952380952,420
"Kolten Wong",2016,"L",0.261904761904762,0.404761904761905,252
"Kolten Wong",2017,"L",0.330798479087452,0.501901140684411,263
"Kolten Wong",2018,"L",0.258064516129032,0.433691756272401,279
"Kolten Wong",2019,"L",0.308707124010554,0.488126649076517,379
"Kris Bryant",2015,"R",0.353474320241692,0.773413897280967,331
"Kris Bryant",2016,"R",0.310513447432763,0.740831295843521,409
"Kris Bryant",2017,"R",0.318652849740933,0.699481865284974,386
"Kris Bryant",2018,"R",0.329588014981273,0.617977528089888,267
"Kris Bryant",2019,"R",0.299191374663073,0.69811320754717,371
"Kurt Suzuki",2015,"R",0.259776536312849,0.357541899441341,358
"Kurt Suzuki",2016,"R",0.279245283018868,0.490566037735849,265
"Kurt Suzuki",2017,"R",0.253588516746411,0.617224880382775,209
"Kurt Suzuki",2018,"R",0.270547945205479,0.496575342465753,292
"Kurt Suzuki",2019,"R",0.235294117647059,0.53393665158371,221
"Kyle Schwarber",2017,"L",0.233333333333333,0.733333333333333,240
"Kyle Schwarber",2018,"L",0.250936329588015,0.662921348314607,267
"Kyle Schwarber",2019,"L",0.249275362318841,0.785507246376812,345
"Kyle Seager",2015,"L",0.269230769230769,0.546558704453441,494
"Kyle Seager",2016,"L",0.288939051918736,0.627539503386005,443
"Kyle Seager",2017,"L",0.240909090909091,0.55,440
"Kyle Seager",2018,"L",0.233333333333333,0.5,420
"Kyle Seager",2019,"L",0.235714285714286,0.592857142857143,280
"Leonys Martin",2015,"L",0.258536585365854,0.409756097560976,205
"Leonys Martin",2016,"L",0.308605341246291,0.551928783382789,337
"Leonys Martin",2018,"L",0.290748898678414,0.559471365638767,227
"Leury Garcia",2019,"L",0.327205882352941,0.459558823529412,272
"Lewis Brinson",2018,"R",0.253112033195021,0.464730290456432,241
"Logan Forsythe",2015,"R",0.309002433090024,0.549878345498783,411
"Logan Forsythe",2016,"R",0.300813008130081,0.579945799457995,369
"Logan Forsythe",2017,"R",0.292181069958848,0.465020576131687,243
"Logan Forsythe",2018,"R",0.291970802919708,0.37956204379562,274
"Logan Forsythe",2019,"R",0.308056872037915,0.530805687203792,211
"Logan Morrison",2015,"L",0.225352112676056,0.461971830985915,355
"Logan Morrison",2016,"L",0.251012145748988,0.51417004048583,247
"Logan Morrison",2017,"L",0.238938053097345,0.746312684365782,339
"Logan Morrison",2018,"L",0.190697674418605,0.506976744186047,215
"Lonnie Chisenhall",2015,"L",0.277551020408163,0.469387755102041,245
"Lonnie Chisenhall",2016,"L",0.322368421052632,0.503289473684211,304
"Lorenzo Cain",2015,"R",0.337155963302752,0.584862385321101,436
"Lorenzo Cain",2016,"R",0.337931034482759,0.531034482758621,290
"Lorenzo Cain",2017,"R",0.322222222222222,0.504444444444444,450
"Lorenzo Cain",2018,"R",0.34965034965035,0.503496503496504,429
"Lorenzo Cain",2019,"R",0.278422273781903,0.4292343387471,431
"Lourdes Gurriel",2019,"R",0.276995305164319,0.746478873239437,213
"Lucas Duda",2015,"L",0.270833333333333,0.659722222222222,288
"Lucas Duda",2017,"L",0.221789883268482,0.739299610894942,257
"Lucas Duda",2018,"L",0.292237442922374,0.598173515981735,219
"Luis Arraez",2019,"L",0.36231884057971,0.481884057971014,276
"Luis Valbuena",2015,"L",0.212218649517685,0.569131832797428,311
"Luis Valbuena",2017,"L",0.199095022624434,0.642533936651584,221
"Luke Voit",2019,"R",0.306513409961686,0.681992337164751,261
"Maikel Franco",2015,"R",0.286324786324786,0.628205128205128,234
"Maikel Franco",2016,"R",0.268181818181818,0.506818181818182,440
"Maikel Franco",2017,"R",0.232142857142857,0.506696428571429,448
"Maikel Franco",2018,"R",0.263768115942029,0.536231884057971,345
"Maikel Franco",2019,"R",0.224422442244224,0.485148514851485,303
"Mallex Smith",2018,"L",0.355191256830601,0.497267759562842,366
"Mallex Smith",2019,"L",0.292537313432836,0.456716417910448,335
"Manny Machado",2015,"R",0.271457085828343,0.596806387225549,501
"Manny Machado",2016,"R",0.296146044624746,0.681541582150101,493
"Manny Machado",2017,"R",0.263803680981595,0.554192229038855,489
"Manny Machado",2018,"R",0.281437125748503,0.648702594810379,501
"Manny Machado",2019,"R",0.256818181818182,0.584090909090909,440
"Manny Pina",2017,"R",0.324561403508772,0.56140350877193,228
"Manny Pina",2018,"R",0.279661016949153,0.495762711864407,236
"Manuel Margot",2017,"R",0.301104972375691,0.519337016574586,362
"Manuel Margot",2018,"R",0.267195767195767,0.452380952380952,378
"Manuel Margot",2019,"R",0.266891891891892,0.5,296
"Marcell Ozuna",2015,"R",0.326860841423948,0.533980582524272,309
"Marcell Ozuna",2016,"R",0.278177458033573,0.563549160671463,417
"Marcell Ozuna",2017,"R",0.331818181818182,0.713636363636364,440
"Marcell Ozuna",2018,"R",0.304444444444444,0.535555555555556,450
"Marcell Ozuna",2019,"R",0.250737463126844,0.628318584070796,339
"Marcus Semien",2015,"R",0.30126582278481,0.529113924050633,395
"Marcus Semien",2016,"R",0.246268656716418,0.582089552238806,402
