"bin_all","n","single_prob","double_prob","triple_prob","home_run_prob","out_prob"
"26.15",446,0.00448430493273543,0.00224215246636771,0.00224215246636771,0.984304932735426,0.00672645739910314
"26.16",243,0.00823045267489712,0,0,0.987654320987654,0.00411522633744856
"26.17",118,0,0,0,0.991525423728814,0.00847457627118644
"26.18",33,0,0.0303030303030303,0,0.96969696969697,0
"26.19",7,0,0,0,0.714285714285714,0.285714285714286
"26.2",1,1,0,0,0,0
"26.21",1,1,0,0,0,0
"27.07",3,0,0,0,0,1
"27.08",2,0.5,0,0.5,0,0
"27.09",11,0.0909090909090909,0.363636363636364,0,0,0.545454545454545
"27.1",44,0,0.522727272727273,0.136363636363636,0,0.340909090909091
"27.11",236,0.0254237288135593,0.436440677966102,0.135593220338983,0.292372881355932,0.110169491525424
"27.12",451,0.0199556541019956,0.197339246119734,0.0753880266075388,0.643015521064302,0.0643015521064302
"27.13",451,0.00221729490022173,0.0776053215077605,0.0177383592017738,0.891352549889135,0.0110864745011086
"27.14",362,0,0.00828729281767956,0.00552486187845304,0.983425414364641,0.00276243093922652
"27.15",228,0.0043859649122807,0.0043859649122807,0,0.986842105263158,0.0043859649122807
"27.16",96,0,0,0,1,0
"27.17",37,0,0,0,0.972972972972973,0.027027027027027
"27.18",14,0.0714285714285714,0,0,0.785714285714286,0.142857142857143
"27.19",4,0,0.25,0,0.75,0
"27.2",1,0,0,0,1,0
"28.02",2,0.5,0.5,0,0,0
"28.03",1,0,0,0,0,1
"28.04",3,0.333333333333333,0,0,0,0.666666666666667
"28.06",2,0,0,0,0,1
"28.07",2,0.5,0,0,0,0.5
"28.09",2,0,0,0,0,1
"28.1",2,0,1,0,0,0
"28.11",11,0.181818181818182,0.545454545454545,0,0.181818181818182,0.0909090909090909
"28.12",110,0,0.109090909090909,0.00909090909090909,0.863636363636364,0.0181818181818182
"28.13",219,0,0.0365296803652968,0.0091324200913242,0.949771689497717,0.0045662100456621
"28.14",175,0.00571428571428571,0.0228571428571429,0,0.965714285714286,0.00571428571428571
"28.15",101,0.0099009900990099,0.0099009900990099,0,0.97029702970297,0.0099009900990099
"28.16",39,0,0,0,0.974358974358974,0.0256410256410256
"28.17",19,0,0,0,1,0
"28.18",4,0,0,0,1,0
"28.19",2,0,0,0,0.5,0.5
"28.2",1,1,0,0,0,0
"29.06",1,0,0,0,0,1
"29.07",2,0,1,0,0,0
