"release_speed","pfx_x","pfx_z","release_spin_rate","pitch_launch_h_c","pitch_launch_v_c","release_pos_x","release_pos_y","release_pos_z","pitch_type","pitcher","p_throws","game_year","n"
91.8332288401254,-1.02466243887147,0.991632967398119,2142.94670846395,-1.81664807407015,-2.23125995915634,-1.50535047021944,53.3724062695925,6.09852789968652,"FT","Zack Greinke","R",2015,319
87.4413961038961,0.345216671537338,0.380051801400974,1678.82954545455,-1.26858901957139,-2.07721263327649,-1.25573652597403,53.6976595779221,6.21468181818182,"SL","Zack Greinke","R",2015,616
88.0949771689498,-1.08375894520548,0.624348557077626,1700.05479452055,-1.67108987914469,-2.34744478784933,-1.44904497716895,53.972303196347,6.28277442922374,"CH","Zack Greinke","R",2016,438
74.9413127413127,0.814716003861004,-0.959915305019305,2493.62548262548,0.362450139548811,0.694102091526024,-1.05313359073359,54.7718374517375,6.45643204633205,"CU","Zack Greinke","R",2016,259
91.8850642927794,-0.323374207619189,1.66734623145401,2336.47082096934,-1.32886067679705,-2.91275125551559,-1.20565242334322,53.882762611276,6.3340118694362,"FF","Zack Greinke","R",2016,1011
91.3710843373494,-1.02246624096386,1.22219683534137,2081.4016064257,-1.65594810386551,-2.9440357877957,-1.37689317269076,53.2319208835341,6.23389518072289,"FT","Zack Greinke","R",2016,249
85.8774509803922,0.457730862680392,0.397965839666667,1186.63333333333,-0.79414801737277,-2.1831020329161,-1.14365019607843,54.3754433333333,6.39491333333333,"SL","Zack Greinke","R",2016,510
86.9213017751479,-1.08902228796844,0.51948067061144,1817.89349112426,-2.1116493381781,-2.40925425749712,-1.34126311637081,54.4671041420118,6.2802090729783,"CH","Zack Greinke","R",2017,507
74.2602469135802,0.984315308641975,-0.956903703703704,2593.56049382716,-0.0530631148433466,0.676844852549643,-1.02444148148148,55.1424671604938,6.38788419753086,"CU","Zack Greinke","R",2017,405
90.7662591687042,-0.178171475142624,1.47927799511002,2392.13610431948,-1.59669677545965,-2.90596081297836,-1.05029421352893,54.5903045639772,6.41845240423798,"FF","Zack Greinke","R",2017,1227
90.681052631579,-1.00957438596491,1.2121498245614,2338.58245614035,-2.08548359674444,-2.76534108986403,-1.30280245614035,54.5831677192982,6.28222631578947,"FT","Zack Greinke","R",2017,285
83.950070323488,0.514591420534458,0.267045850914205,2273.69198312236,-1.28053106707334,-2.06225513305147,-1.01034922644163,55.0684012658228,6.43168002812939,"SL","Zack Greinke","R",2017,711
86.534398782344,-1.00048295281583,0.331257229832572,1735.7595129376,-1.86615158926752,-2.02471370908207,-1.22248508371385,54.5965176560122,6.20417153729072,"CH","Zack Greinke","R",2018,657
71.2411428571429,0.992619428571429,-0.969111428571429,2469.02,-0.186078479342889,1.31004099569428,-0.957250857142857,55.177838,6.18208542857143,"CU","Zack Greinke","R",2018,350
89.504266088214,-0.105788503253796,1.43777396963124,2335.44685466377,-1.27086527632245,-2.71023601972517,-0.958754446854664,54.6006626174982,6.31594005784526,"FF","Zack Greinke","R",2018,1383
90.0380434782609,-0.992689673913044,1.04248315217391,2278.36413043478,-1.5548273468425,-2.57841036676077,-1.11672391304348,54.6229070652174,6.25541902173913,"FT","Zack Greinke","R",2018,184
83.36,0.594919099099099,0.212349369369369,2352.31891891892,-1.20412736902763,-1.64728376577595,-0.99593045045045,55.0660832432432,6.30154378378378,"SL","Zack Greinke","R",2018,555
87.3590909090909,-1.04004545454545,0.319486803519062,1774.41348973607,-1.95095497148222,-2.09382973025277,-1.42987140762463,54.5993041055718,6.25052741935484,"CH","Zack Greinke","R",2019,682
70.5905494505494,1.03663912087912,-0.940654285714286,2445.38901098901,-0.234575243403394,1.35162654790276,-1.13870857142857,55.1812986813187,6.28880131868132,"CU","Zack Greinke","R",2019,455
89.8749213836478,-0.165043632075472,1.3760911163522,2326.39858490566,-1.48907102091451,-2.71218939255946,-1.25834213836478,54.5824491352201,6.36389253144654,"FF","Zack Greinke","R",2019,1272
90.4109756097561,-1.10857073170732,1.00217743902439,2252.59146341463,-2.26145491942565,-2.45165356284353,-1.45833231707317,54.6225817073171,6.25395365853659,"FT","Zack Greinke","R",2019,164
83.6874,0.5944382,0.0443828,2280.262,-1.3585873880066,-1.69921927549283,-1.3380464,55.0194544,6.3974838,"SL","Zack Greinke","R",2019,500
87.4748692924364,-1.05196802126176,0.418219210886372,1751.18299058906,-1.90056430634729,-2.1253140945773,-1.42154667131405,54.3807271871732,6.23073509933775,"CH","Zack Greinke","R",0,2869
72.8080204778157,0.934113001706485,-0.957096572241183,2480.0574516496,-0.0351384322595298,1.09234186636087,-1.0846212741752,55.0315476678043,6.31759203640501,"CU","Zack Greinke","R",0,1758
90.8530673871583,-0.223565790771297,1.49735043563255,2346.45295613477,-1.47260511569416,-2.74026690574662,-1.15465866179275,54.292948394787,6.32920567387158,"FF","Zack Greinke","R",0,6292
90.9947543713572,-1.02718618817652,1.1009946949209,2212.33055786844,-1.86775310338708,-2.58905723608124,-1.36469242298085,53.9928950874271,6.21544571190674,"FT","Zack Greinke","R",0,1201
84.8749654218534,0.49770743763278,0.265210715039073,1971.50933609958,-1.19104712912132,-1.9443501197224,-1.14001320885201,54.6453219571231,6.34808886583679,"SL","Zack Greinke","R",0,2892
90.6755102040816,-0.0217340131122449,0.997050214285714,2193.3112244898,-3.04734182525368,-1.86524733844504,-2.48446683673469,53.9733086734694,5.99640867346939,"FC","Zack Godley","R",2015,196
92.4598484848485,-0.383093590909091,1.10567122727273,2252.94696969697,-2.9715447126354,-2.1360995532333,-2.48692651515152,53.8880143939394,6.02340681818182,"FF","Zack Godley","R",2015,132
91.8789915966387,-1.07365507563025,0.85596074789916,2221.66386554622,-3.02851648833652,-1.84457302459617,-2.60804369747899,54.1973117647059,6.03357647058824,"SI","Zack Godley","R",2015,119
83.4174311926605,-0.690497082568807,0.298255600917431,1478.83486238532,-2.81244773628955,-0.979027486729883,-2.45656788990826,54.5405009174312,5.71555963302752,"CH","Zack Godley","R",2016,109
82.2512455516014,0.305690710202847,-0.703555956227758,2199.35587188612,-1.62850334330945,-0.295452082017469,-2.12482028469751,54.4288099644128,6.03219003558719,"CU","Zack Godley","R",2016,281
90.2332307692308,-0.100530924849231,0.904666375384615,2207.67692307692,-2.5650436176374,-1.6400504561176,-2.42031630769231,54.0471713846154,5.80009015384615,"FC","Zack Godley","R",2016,325
91.6435897435897,-0.473848760683761,1.03396747008547,2188.89743589744,-2.8857923398854,-2.28812563291592,-2.44977606837607,54.3719572649573,5.91150085470085,"FF","Zack Godley","R",2016,117
91.279359430605,-1.03664856939502,0.771935822064057,2219.7793594306,-2.61830695710816,-1.7237247249836,-2.36664199288256,54.3431259786477,5.96782170818505,"SI","Zack Godley","R",2016,281
83.8438202247191,-0.731486516853933,0.187208426966292,1456.06741573034,-2.51393847025147,-1.36547966146886,-1.76877921348315,54.9205780898876,5.80206348314607,"CH","Zack Godley","R",2017,178
83.1436194895592,0.184979814385151,-0.778307308584687,2171.19605568445,-1.45552765408137,-0.265868133052347,-1.34415638051044,54.9463192575406,6.02079013921114,"CU","Zack Godley","R",2017,862
89.6473214285714,0.169972916666667,0.749089880952381,2263.20238095238,-2.29306327817989,-1.48136955169063,-1.58757708333333,54.7583898809524,5.85810208333333,"FC","Zack Godley","R",2017,336
90.7202312138728,-0.414459248554913,0.788853757225433,2282.08959537572,-2.629873773369,-1.88169574938568,-1.61273699421965,54.7318653179191,5.89636358381503,"FF","Zack Godley","R",2017,346
91.531195335277,-1.18785597667638,0.484487172011662,2279.57580174927,-2.73093563827627,-1.63628333584678,-1.64822944606414,54.7728263848396,5.92319023323615,"SI","Zack Godley","R",2017,686
81.1164556962025,-0.695959493670886,0.123739240506329,1262.54430379747,-2.22090380102111,-0.851531672733037,-1.41093607594937,55.1573512658228,5.62932088607595,"CH","Zack Godley","R",2018,158
81.4494214876033,0.292429752066116,-0.80266652892562,2147.7132231405,-1.29511625178914,0.109271785677005,-1.14538983471074,55.121563553719,5.87874487603306,"CU","Zack Godley","R",2018,1210
88.8873684210526,-0.112684962406015,0.83262947368421,2197.15639097744,-2.25426605500445,-1.54230118080523,-1.31887263157895,54.934722556391,5.79181443609023,"FC","Zack Godley","R",2018,665
89.8871101871102,-1.26247474012474,0.483105405405405,2234.29106029106,-2.52568060504327,-1.24236310670182,-1.2891288981289,54.9420614345114,5.86427089397089,"SI","Zack Godley","R",2018,962
81.7921174652241,0.2056942812983,-0.572587944358578,2031.90262751159,-1.44737645495249,-0.1330660517359,-1.1488455950541,55.3165607418856,5.98960695517774,"CU","Zack Godley","R",2019,647
88.5373015873016,-0.0695178571428571,0.649591666666667,2237.73015873016,-2.0128593114941,-1.15829359708137,-1.26732103174603,55.071330952381,5.86830357142857,"FC","Zack Godley","R",2019,252
89.876094890511,-1.15933868613139,0.434123540145985,2201.81204379562,-2.44013110877012,-1.06780123539416,-1.25550875912409,55.064720620438,5.91114397810219,"SI","Zack Godley","R",2019,548
82.9151986183074,-0.754420113989637,0.195428549568221,1442.97582037997,-2.45244617473154,-1.03757484510736,-1.77852487046632,54.9166568221071,5.74515233160622,"CH","Zack Godley","R",0,579
82.0621983039791,0.24218267671135,-0.732061768013699,2130.39367253751,-1.41172600593844,-0.0882465423515252,-1.31251343770385,55.035749543379,5.9642133072407,"CU","Zack Godley","R",0,3066
89.4257046223224,-0.0407415541972942,0.822169286358512,2216.93179255919,-2.37187988051003,-1.52980006631425,-1.69300980834273,54.6519076099211,5.83935558060879,"FC","Zack Godley","R",0,1774
91.2738333333333,-0.421171765,0.906241993333333,2257.98166666667,-2.75406227940755,-2.0176978519512,-1.96599383333333,54.4768186666667,5.92774266666667,"FF","Zack Godley","R",0,600
90.5612480739599,-1.18788547842835,0.521486361710324,2237.25192604006,-2.59493688542936,-1.38931802453057,-1.55401764252696,54.8242632511556,5.90870473805855,"SI","Zack Godley","R",0,2596
88.741095890411,-0.0879430630136986,1.26191534246575,2152.29452054795,-1.89678733724535,-2.62113038835943,-1.40887260273973,50.6361321917808,5.45524794520548,"FC","Zach Putnam","R",2015,146
85.2539805825243,-1.18656637087379,0.548413311320388,1523.50485436893,-2.48376960714016,-1.76950003747334,-1.65060194174757,53.5726368932039,5.64748834951456,"FS","Zach Putnam","R",2015,515
85.003300330033,-1.33388363036304,0.560201872178218,1637.50165016502,-2.78462328075687,-1.50291531840053,-1.68099735973597,54.9724280528053,5.85793234323432,"FS","Zach Putnam","R",2016,303
88.8874213836478,-0.101018320125786,1.29868333333333,2173.25786163522,-1.89827312994525,-2.6328272195268,-1.41280566037736,50.973448427673,5.5045465408805,"FC","Zach Putnam","R",0,159
90.8296703296703,-0.709200831318681,1.43527342857143,2264.7967032967,-2.43278838679848,-2.40489556017014,-1.49084505494505,54.6740340659341,6.00839835164835,"FF","Zach Putnam","R",0,182
85.1159586681975,-1.25168486911596,0.554153068427095,1568.41905855339,-2.63946233786132,-1.66714632705964,-1.6644223880597,54.1552878300804,5.72913237657865,"FS","Zach Putnam","R",0,871
91.3333333333333,-1.20340172592593,1.27312698518519,2116.74074074074,-2.16190003959467,-2.28592074006693,-1.52050666666667,54.501442962963,5.9769237037037,"SI","Zach Putnam","R",0,135
85.8246153846154,-0.913898205128205,0.792727435897436,1543.43076923077,-2.15059360833775,-1.47628145383861,-1.2216658974359,54.5746720512821,5.98102230769231,"CH","Zach Plesac","R",2019,390
79.4226315789474,0.611456842105263,-0.850338421052632,1955.33157894737,-0.778444729155124,0.266027146146578,-1.05295263157895,55.1169847368421,6.07272578947368,"CU","Zach Plesac","R",2019,190
93.9121212121212,-0.779194566353187,1.37960835945664,2133.26750261233,-2.1658310994954,-2.41759278531054,-1.09599811912226,54.6143807732497,6.11738808777429,"FF","Zach Plesac","R",2019,957
84.9354929577465,0.143328732394366,0.294993802816901,2028.01408450704,-1.67677174653891,-1.00277888435198,-1.13073802816901,54.832496056338,6.06869183098592,"SL","Zach Plesac","R",2019,355
85.8246153846154,-0.913898205128205,0.792727435897436,1543.43076923077,-2.15059360833775,-1.47628145383861,-1.2216658974359,54.5746720512821,5.98102230769231,"CH","Zach Plesac","R",0,390
79.4226315789474,0.611456842105263,-0.850338421052632,1955.33157894737,-0.778444729155124,0.266027146146578,-1.05295263157895,55.1169847368421,6.07272578947368,"CU","Zach Plesac","R",0,190
93.9121212121212,-0.779194566353187,1.37960835945664,2133.26750261233,-2.1658310994954,-2.41759278531054,-1.09599811912226,54.6143807732497,6.11738808777429,"FF","Zach Plesac","R",0,957
84.9354929577465,0.143328732394366,0.294993802816901,2028.01408450704,-1.67677174653891,-1.00277888435198,-1.13073802816901,54.832496056338,6.06869183098592,"SL","Zach Plesac","R",0,355
80.6349514563107,0.340526297087379,-0.145425889320388,764.52427184466,-1.76474711486222,-0.408369216453674,-2.28030485436893,53.740027184466,5.89018640776699,"CU","Zach McAllister","R",2015,103
89.5625,-0.255167607434211,1.23702594078947,2158.88157894737,-3.00460172633361,-2.09546696865989,-2.26042894736842,52.8342828947368,5.73929736842105,"FC","Zach McAllister","R",2015,152
95.9272471910112,-1.10172926264045,1.44252491151685,2194.08286516854,-3.43561102121043,-2.09155709682658,-2.33866671348315,52.8295165730337,5.67139719101124,"FF","Zach McAllister","R",2015,712
96.159880239521,-1.3770415748503,1.13458474251497,2218.04790419162,-3.58360052206127,-1.7350456675295,-2.33710119760479,52.8835940119761,5.67698203592814,"FT","Zach McAllister","R",2015,167
94.795503875969,-1.02143909922481,1.42092222170543,2192.72403100775,-2.83673769123129,-1.85527530788268,-1.93042527131783,53.3258534883721,5.50907085271318,"FF","Zach McAllister","R",2016,645
80.9586387434555,0.620120942408377,-0.187244502617801,1995.64397905759,-1.72120256051943,-0.327630043675652,-1.81401832460733,53.7500397905759,5.49277277486911,"CU","Zach McAllister","R",2017,191
95.4594029850746,-1.06410388059701,1.19654358208955,2195.34925373134,-3.14694758934796,-1.62318622526562,-1.86361686567164,53.4088928358209,5.37524611940299,"FF","Zach McAllister","R",2017,670
94.7266055045872,-1.24931559633028,0.894505504587156,2173.06422018349,-3.80089351500566,-1.23644617582825,-2.00914220183486,53.3580137614679,5.33719357798165,"FT","Zach McAllister","R",2017,109
81.5942528735632,0.643023563218391,-0.29667183908046,1805.98850574713,-1.73189088647609,-0.283179224003497,-1.73219770114943,53.8762770114943,5.49434770114943,"CU","Zach McAllister","R",2018,174
95.1434362934363,-1.12358648648649,0.992937451737452,2277.47876447876,-3.25633518595949,-1.4335989164527,-1.79702335907336,53.593482046332,5.37314285714286,"FF","Zach McAllister","R",2018,518
81.0887700534759,0.571780534099822,-0.208678073743316,1601.1550802139,-1.59647033352729,-0.278708532043628,-1.88241568627451,53.7892591800356,5.59442549019608,"CU","Zach McAllister","R",0,561
89.3578431372549,-0.197615725147059,1.18524923529412,2161.21078431373,-2.87476721112796,-2.07493516469047,-2.17406764705882,53.000112745098,5.71856764705882,"FC","Zach McAllister","R",0,204
95.357721021611,-1.07592410766208,1.28078521414538,2211.04597249509,-3.17135063620281,-1.77445195920444,-1.99989642436149,53.2633293516699,5.49158679764244,"FF","Zach McAllister","R",0,2545
95.4943262411348,-1.36459210638298,0.983740609929078,2213.8085106383,-3.62643731075324,-1.48006784507122,-2.1249170212766,53.0919295508274,5.49309101654846,"FT","Zach McAllister","R",0,423
93.3242346938776,-0.863447321428571,1.45653227806122,2205.99489795918,-3.62938103150436,-2.58516954494512,-2.69334566326531,54.0692239795918,6.34833418367347,"FF","Zach Eflin","R",2016,392
92.3083720930233,-1.38785322325581,1.07695320930233,2091.8,-3.70620844441379,-2.40715808076531,-2.77991069767442,53.7737553488372,6.31202372093023,"FT","Zach Eflin","R",2016,215
84.1272388059702,0.105877116492537,0.383156495399254,1759.5,-2.96803864205289,-1.54865061917174,-2.77568619402985,54.3267641791045,6.3767328358209,"SL","Zach Eflin","R",2016,268
77.4912280701754,0.980727192982456,-0.471206140350877,2354.54385964912,-1.58108696889314,0.288547783502604,-2.33337807017544,54.4632754385965,6.13138859649123,"CU","Zach Eflin","R",2017,114
93.068954248366,-0.855553267973856,1.39944607843137,2211.21568627451,-3.4633959982391,-2.38369611583327,-2.28882222222222,54.044614379085,6.00173692810458,"FF","Zach Eflin","R",2017,306
92.2597911227154,-1.27533524804178,0.981873107049608,2109.32375979112,-3.56650288568645,-2.04380408310771,-2.30283968668407,53.9991477806789,5.97851671018277,"FT","Zach Eflin","R",2017,383
85.5223076923077,0.257206153846154,0.638171538461539,2193.41538461538,-3.06113428194252,-1.71521698961554,-2.28936538461538,54.2248338461538,6.09302692307692,"SL","Zach Eflin","R",2017,130
86.575,-1.1756548245614,0.575773684210526,1730.09210526316,-3.70557277471003,-1.777462256124,-2.67106271929825,53.9552144736842,5.86106228070175,"CH","Zach Eflin","R",2018,228
77.5684210526316,0.913844736842105,-0.747788596491228,2371.20175438596,-1.76074653498742,0.544445600488071,-2.74510789473684,54.6577780701754,5.99053596491228,"CU","Zach Eflin","R",2018,114
94.6302900107411,-0.762458646616541,1.18574769065521,2196.51127819549,-3.52147608288641,-1.94743738745689,-2.59620247046187,54.010015037594,5.80665198711063,"FF","Zach Eflin","R",2018,931
93.0364016736402,-1.37535146443515,0.640898326359833,2055.80753138075,-3.61956326579187,-1.81436454087896,-2.76950627615063,54.0107,5.80992092050209,"FT","Zach Eflin","R",2018,239
85.9308151093439,0.369138369781312,0.262252087475149,2192.49105367793,-2.9427070496762,-1.13394921690264,-2.70940318091451,54.3750421471173,5.86085487077535,"SL","Zach Eflin","R",2018,503
86.6655172413793,-1.17504433497537,0.673633990147783,1787.48275862069,-3.63085544591147,-1.7848388122502,-2.83392857142857,53.8529477832512,5.77273054187192,"CH","Zach Eflin","R",2019,203
77.9195652173913,0.87973768115942,-0.615002898550725,2415.63043478261,-1.92500171179085,0.355198211738767,-2.81143623188406,54.5627768115942,5.82344492753623,"CU","Zach Eflin","R",2019,138
93.7777129521587,-0.776595682613769,1.09878319719953,2183.19719953326,-3.64899409925981,-1.68266274974943,-2.7312747957993,54.0109302217036,5.76301726954492,"FF","Zach Eflin","R",2019,857
93.1379928315412,-1.34690967741935,0.651048566308244,2090.71146953405,-4.27075978226318,-1.84972084202727,-2.80048924731183,53.8990191756272,5.67225250896057,"FT","Zach Eflin","R",2019,558
87.0805874840358,0.310704342273308,0.52226091954023,2238.13793103448,-2.87281112777244,-1.46336516246752,-2.89943946360153,54.2883959131545,5.76101915708812,"SL","Zach Eflin","R",2019,783
86.6116638078902,-1.16452470668954,0.714897720411664,1791.62778730703,-3.59681355833668,-1.89002408609271,-2.71609193825043,53.9499782161235,5.92606946826758,"CH","Zach Eflin","R",0,583
77.5428571428571,0.904848158163265,-0.619374071428571,2378.68112244898,-1.76876146032955,0.394963258990988,-2.63826913265306,54.5611864795918,6.0086112244898,"CU","Zach Eflin","R",0,392
93.9382542236525,-0.794715265486726,1.22477049597747,2195.22687047466,-3.57530117298623,-2.0104198138862,-2.62024863234111,54.0239255832663,5.90103672566372,"FF","Zach Eflin","R",0,2486
92.7516129032258,-1.33844189462366,0.805779311827957,2090.00931899642,-3.87882795684157,-1.98286258517282,-2.65537878136201,53.9263376344086,5.87852688172043,"FT","Zach Eflin","R",0,1395
86.1468527315915,0.29143109692399,0.431408159600356,2144.87826603325,-2.92338157467675,-1.39798572025068,-2.77588616389549,54.3154758907363,5.91445718527316,"SL","Zach Eflin","R",0,1684
76.6125,-0.841442592592593,-0.172037604476852,2090.87962962963,3.36894086123089,0.692132781557597,3.57715092592593,54.2376523148148,4.96711064814815,"CU","Zach Duke","L",2015,216
89.9247058823529,1.24579552745098,0.274020976652941,1825.07843137255,4.81287246776049,-0.575777872925031,3.39928509803922,53.2406823529412,5.07256941176471,"FT","Zach Duke","L",2015,510
82.7555555555556,-0.330403435388889,0.686182981481481,450.734567901235,3.54144099176938,-1.16462580224206,3.03982777777778,53.8157703703704,5.67631790123457,"SL","Zach Duke","L",2015,162
75.9214634146341,-1.16237918536585,-0.311686016682927,2332.47317073171,2.83322270199587,1.04977704019463,3.68453365853659,54.9265565853659,5.13602243902439,"CU","Zach Duke","L",2016,205
90.2734530938124,1.0722331756487,0.198045969600798,1921.13972055888,4.5813198623135,-0.230185005105051,3.56914031936128,54.2602634730539,5.28120758483034,"FT","Zach Duke","L",2016,501
81.7701986754967,-0.672851366887417,0.491203941721854,1146.4701986755,3.23548428901123,-0.778368517001009,3.2061880794702,54.481238410596,5.86293311258278,"SL","Zach Duke","L",2016,151
88.1020547945206,1.14720821917808,0.265815068493151,1830.3904109589,4.27728510502984,-0.928550649295833,3.18558904109589,54.4525321917808,5.64088630136986,"SI","Zach Duke","L",2017,146
83.16,0.998722608695652,0.034255652173913,1446.78260869565,3.81499912242403,-0.815420659027881,3.03277565217391,54.59108,5.57934608695652,"CH","Zach Duke","L",2018,115
73.3236714975845,-1.25620917874396,-0.638985024154589,2235.82125603865,2.34224677124428,1.4874866070532,3.23936183574879,55.0769483091787,5.2374806763285,"CU","Zach Duke","L",2018,207
88.4703349282297,1.10292966507177,0.132059330143541,1911.8014354067,4.16520700041929,-0.787397642391764,3.05480909090909,54.5255366028708,5.58057966507177,"SI","Zach Duke","L",2018,418
78.3368794326241,-1.03288510638298,-0.0108198581560284,2266.06382978723,2.31165542429027,-0.315738453573871,2.89785319148936,55.1284496453901,5.76841914893617,"SL","Zach Duke","L",2018,141
88.9911917098446,1.11943730569948,0.22290518134715,1992.85492227979,4.21149466896828,-1.17527845514452,2.94222797927461,54.5441637305699,5.66141865284974,"SI","Zach Duke","L",2019,193
80.3731707317073,-0.903114634146341,0.358426829268293,2271.54471544715,2.9609879887605,-0.867317836419776,2.94426585365854,55.1359707317073,5.75550406504065,"SL","Zach Duke","L",2019,123
84.5457692307692,1.02364585769231,0.154894598461538,1449.65384615385,3.92248615437424,-1.05180308898054,3.10902692307692,53.8419919230769,5.58177884615385,"CH","Zach Duke","L",0,260
75.089010989011,-1.10000238049451,-0.394284142839286,2227.71565934066,2.84963180399024,1.05833469555189,3.46398516483516,54.7834677197802,5.14645604395604,"CU","Zach Duke","L",0,728
88.9968911917098,0.352248994455959,0.911010751295337,2088.55440414508,3.92610162655014,-1.29024645817641,3.02116373056995,53.9172683937824,5.7350207253886,"FF","Zach Duke","L",0,193
